Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
F10	21	152	Null	13.681559	1.8921486
B10	12	155	Null	16.508318	-2.3729928
F6	3	82	HET	15.322194	-1.7913342
C2	13	137	WT	14.705126	-2.7521627
C11	14	154	Null	17.394804	-1.8953779
B9	9	173	Null	14.125337	-0.6557648
G1	19	72	WT	17.154716	1.3147273
C3	11	117	WT	16.447643	0.8192996
D7	5	83	HET	16.324345	-0.93216014
D2	14	98	WT	15.277824	-2.3079693
D10	8	157	Null	13.644996	-1.208763
E4	17	86	WT	12.286039	1.2891308
D10	7	157	Null	16.173143	-0.87974083
F6	5	82	HET	14.078079	1.6971024
G3	9	121	WT	14.30365	-1.5000886
G7	16	94	HET	14.580077	-0.59563184
F9	9	149	Null	15.1731415	0.986498
G12	6	121	Null	16.343506	-0.63986653
F9	17	149	Null	13.851049	-1.6631898
E11	21	185	Null	15.677843	0.45637462
E1	14	101	WT	13.783031	0.22761321
E3	19	122	WT	15.470734	0.44628704
F7	21	90	HET	13.599029	0.07982699
B9	10	173	Null	14.499347	2.2650054
F10	3	152	Null	13.85473	-2.174403
B7	15	78	HET	17.225258	-6.536478e-05
C10	20	125	Null	14.766592	1.7437629
C4	6	104	WT	17.475433	-0.56423825
D2	9	98	WT	16.89519	1.2440624
D9	19	135	Null	15.225764	0.07836858
F5	7	109	HET	14.256746	1.2287112
G12	21	121	Null	14.314161	-1.5110717
B2	7	97	WT	14.180916	2.0178304
C9	9	156	Null	17.389694	0.4408903
C1	18	66	WT	17.47688	0.44413796
G2	14	125	WT	16.171534	-0.62583584
F9	13	149	Null	11.658345	1.0917127
B5	21	101	HET	16.557627	-2.6473434
B5	16	101	HET	15.8034525	2.6345646
E7	16	103	HET	13.8338175	-0.7563481
G1	3	72	WT	16.61903	-2.4202693
E1	1	101	WT	13.168891	-1.2452098
E11	17	185	Null	14.487698	1.3389015
F3	2	92	WT	17.311573	-0.8705129
C12	10	119	Null	17.19296	0.86691505
G3	12	121	WT	14.069825	0.26469016
D8	3	87	HET	16.660776	0.8258149
E7	1	103	HET	14.932287	-1.5536324
G11	3	129	Null	15.71914	0.70456725
C4	12	104	WT	17.444717	1.6224779
E11	9	185	Null	11.197304	-1.4341842
C9	21	156	Null	16.856956	0.6430489
D5	19	99	HET	15.039794	1.6626981
B3	20	79	WT	11.046441	-1.6545835
E7	2	103	HET	12.519251	-0.29143012
B7	18	78	HET	16.75259	0.08340249
B10	10	155	Null	14.645112	2.7144213
C10	12	125	Null	13.805765	-1.9085251
G6	3	79	HET	13.230306	-1.0953038
F5	2	109	HET	16.718914	-2.0643127
E3	3	122	WT	15.627292	-2.9609444
G9	13	149	Null	16.56644	-0.9217112
D5	7	99	HET	14.348631	2.5634818
D8	8	87	HET	15.943548	2.7510471
C1	11	66	WT	12.287626	-0.67969644
D6	12	76	HET	16.565538	-1.0808262
E12	16	115	Null	15.99475	-0.62169003
E8	16	59	HET	12.368113	1.5731564
F12	21	125	Null	16.626007	0.17371938
C12	6	119	Null	14.776764	-0.43028057
C10	7	125	Null	13.227431	-0.7820449
C11	19	154	Null	14.65797	0.70669335
E3	7	122	WT	13.056991	0.2757939
C4	20	104	WT	17.495535	-1.7149444
G2	18	125	WT	15.40478	-2.0886614
F8	19	63	HET	14.20101	-2.743209
C11	12	154	Null	14.875118	-2.0726163
B2	17	97	WT	15.186899	-0.8434413
B10	20	155	Null	15.515914	-1.8322589
F2	19	111	WT	12.03262	-0.3549943
B3	20	79	WT	14.191742	-1.415095
C6	4	71	HET	14.749013	-2.294525
F2	1	111	WT	13.313602	0.6144832
F4	3	94	WT	17.318264	1.0529692
D5	16	99	HET	11.672139	1.1085428
C9	14	156	Null	15.7284975	0.7829811
F8	2	63	HET	14.088113	2.2723885
D3	5	128	WT	15.701259	2.826107
F11	5	135	Null	14.022562	-2.5859427
G12	3	121	Null	16.21188	0.51722366
C3	9	117	WT	16.87666	2.0341747
B12	2	148	Null	16.16607	2.210702
F2	17	111	WT	17.691927	-0.16833459
D2	10	98	WT	14.186603	-1.6966637
E9	10	120	Null	16.341078	-0.14204247
F9	16	149	Null	11.996097	0.985453
C5	9	78	HET	12.872486	1.615121
B3	5	79	WT	14.419443	2.8891807
E11	14	185	Null	11.852136	-0.88834614
E12	14	115	Null	15.300094	-2.1845949
D1	3	91	WT	15.051691	0.35337162
D5	2	99	HET	12.687246	-1.7693231
E5	21	89	HET	16.908024	-0.017577216
C11	12	154	Null	16.244974	-0.82093126
D11	17	178	Null	14.3177	2.5876095
F2	1	111	WT	17.19774	-1.0811931
D7	16	83	HET	14.974471	-0.5965362
G5	2	61	HET	11.823825	1.2253925
D3	7	128	WT	12.559018	0.93377244
G1	3	72	WT	17.79412	0.4334478
F9	14	149	Null	15.993288	-1.1013248
F2	19	111	WT	16.361643	2.5627472
D2	15	98	WT	11.282063	-1.3250672
D9	4	135	Null	11.807807	-0.25332934
C10	12	125	Null	17.13901	1.8737767
C2	18	137	WT	16.751307	-0.49867666
C3	8	117	WT	17.156647	-1.2322824
G9	20	149	Null	14.314678	-3.1895704
C2	4	137	WT	14.440489	-2.0499249
B5	17	101	HET	15.84814	-0.24410763
G4	18	100	WT	15.169329	-0.21438596
E1	15	101	WT	15.464349	-1.7525874
B10	8	155	Null	17.517502	0.021137763
C11	8	154	Null	15.765039	-1.5378897
F9	17	149	Null	16.921453	3.4884048
F5	2	109	HET	13.134708	-1.0169772
C6	21	71	HET	15.219984	1.6267909
E11	12	185	Null	17.449455	0.773331
E1	16	101	WT	17.942966	0.484309
G2	17	125	WT	15.637308	-0.4220343
G2	6	125	WT	16.635593	-1.769915
D10	16	157	Null	15.427388	-2.1487637
G3	4	121	WT	16.613636	0.91967195
E9	1	120	Null	15.38607	-0.1909526
D5	2	99	HET	13.523984	1.8310019
E10	5	132	Null	16.613462	-0.19579591
F5	7	109	HET	15.363409	-1.0982065
F6	17	82	HET	16.450035	0.64382863
B6	6	99	HET	14.949621	0.6235115
D10	20	157	Null	15.136013	-2.493375
G3	7	121	WT	15.187272	1.3959334
D5	11	99	HET	16.666185	-2.2896528
E10	2	132	Null	14.149185	0.6348463
C11	17	154	Null	16.415144	2.669696
B2	17	97	WT	16.192715	-0.5885264
D2	14	98	WT	12.362486	0.043046545
B10	18	155	Null	15.698899	-1.6671587
G3	11	121	WT	16.416973	-0.38326752
E9	21	120	Null	17.459198	-1.21627
G2	2	125	WT	13.896142	-2.9205782
D4	6	102	WT	14.673759	1.2948742
C10	9	125	Null	16.261654	0.34523943
B4	10	112	WT	17.675198	0.92125565
B12	5	148	Null	13.338315	-1.0302199
E6	2	66	HET	16.14448	-1.1389904
B9	20	173	Null	14.096182	-2.1576169
G9	20	149	Null	14.387809	1.8393652
G6	2	79	HET	12.114255	0.4823274
B4	21	112	WT	15.841016	0.093688615
B2	1	97	WT	13.767115	-2.725102
D10	11	157	Null	15.45453	0.08727662
F10	5	152	Null	14.357218	-0.48467776
D10	3	157	Null	15.136141	1.5680901
C5	17	78	HET	17.182348	3.991961
D9	1	135	Null	16.10717	2.3481364
D11	15	178	Null	13.040499	-1.4380655
D10	15	157	Null	13.177334	-1.1982229
D9	19	135	Null	14.524476	-2.7622051
C11	13	154	Null	14.319113	0.9340296
C9	11	156	Null	12.522863	-1.8679953
G10	14	129	Null	16.019247	-0.262951
F8	17	63	HET	12.514746	0.8401562
D11	12	178	Null	15.646715	1.7092355
G12	2	121	Null	15.883112	-3.0018454
E5	4	89	HET	14.017328	0.77135736
E10	4	132	Null	14.231774	0.46604052
G9	10	149	Null	17.40589	-0.7526665
G11	15	129	Null	14.413492	1.978052
D11	15	178	Null	14.086114	-1.977759
F10	16	152	Null	12.611587	-0.06795652
E1	9	101	WT	17.313572	1.9317089
B5	18	101	HET	17.463938	-2.064459
B3	18	79	WT	15.831907	0.7579237
C9	3	156	Null	12.910376	-0.7335314
D7	9	83	HET	16.244026	2.0299714
G1	1	72	WT	16.320265	-2.2079027
E5	1	89	HET	14.531115	-2.278868
G10	16	129	Null	13.732671	-2.0966542
F2	17	111	WT	11.065873	-1.6624542
B2	16	97	WT	14.397822	-2.0291302
G12	14	121	Null	15.168082	2.1754801
B2	10	97	WT	15.503517	-1.1281773
C1	2	66	WT	14.559518	-1.47765
B9	4	173	Null	15.631393	-0.59803265
B9	12	173	Null	17.237703	1.5575224
F12	20	125	Null	12.727598	-0.6478788
F9	13	149	Null	13.652734	2.1984963
D3	5	128	WT	11.191446	-1.4713215
C12	11	119	Null	15.265773	2.4415016
G9	6	149	Null	15.198327	-0.9206435
B4	12	112	WT	16.520252	-0.80681044
C2	13	137	WT	14.80082	1.3934699
C11	14	154	Null	17.615608	0.7827401
B6	10	99	HET	15.553553	-2.4682634
C10	19	125	Null	13.433033	1.3016878
C2	8	137	WT	16.245848	2.3414075
B7	6	78	HET	17.142218	1.8973119
C8	11	85	HET	17.316292	1.5981953
E3	18	122	WT	17.253267	-1.6857594
C4	4	104	WT	16.965942	0.92097455
D7	16	83	HET	15.082013	-3.1912923
E6	19	66	HET	14.301891	1.3770175
C3	13	117	WT	11.577925	-0.6167678
E12	8	115	Null	17.302114	1.075331
C2	15	137	WT	14.361914	-1.3987923
C6	9	71	HET	14.429328	1.1303002
B9	13	173	Null	16.484163	2.2099562
G7	21	94	HET	14.894449	2.9515646
G12	12	121	Null	16.372568	-0.5840196
C6	12	71	HET	16.285875	2.1300619
B2	12	97	WT	17.42669	1.2763436
C2	5	137	WT	17.20082	0.7199016
E7	5	103	HET	15.703736	0.2888639
E6	13	66	HET	12.757654	1.485475
G3	1	121	WT	14.167961	0.50408685
F1	13	88	WT	16.556465	1.494962
G12	18	121	Null	17.563507	-0.28498706
B9	16	173	Null	15.627005	0.10170471
D8	13	87	HET	14.001214	-1.2411513
D3	11	128	WT	15.047575	-2.8818655
G6	6	79	HET	14.256297	1.1521512
E3	18	122	WT	13.585705	2.1823816
E3	7	122	WT	14.212967	-2.2560856
G4	2	100	WT	13.739708	-1.80357
B6	1	99	HET	16.51791	-0.5676719
E12	18	115	Null	13.177096	-0.78733474
E10	5	132	Null	14.1245	-1.8058081
D5	2	99	HET	15.8453045	1.695188
C9	13	156	Null	14.732444	-2.9839094
C7	20	100	HET	15.921112	-0.15525651
E11	1	185	Null	16.288895	-0.9872571
G2	7	125	WT	16.65508	-0.3212186
E5	16	89	HET	13.62376	2.7372673
B9	1	173	Null	16.175484	1.6497481
C3	16	117	WT	13.656811	2.7665458
G8	7	65	HET	16.735643	-0.5615767
G11	1	129	Null	15.078769	0.20351827
G4	17	100	WT	13.967504	-0.8771575
G11	21	129	Null	14.092278	-0.0988757
G7	2	94	HET	14.514505	2.5287857
D6	2	76	HET	14.820266	0.9762519
E11	10	185	Null	13.044513	0.61249334
F10	16	152	Null	13.823142	2.669493
B10	21	155	Null	13.807848	-1.0008477
G2	3	125	WT	12.975004	-1.0765713
F8	21	63	HET	11.784156	0.8828083
F4	4	94	WT	12.424268	1.0261266
E1	3	101	WT	16.577745	-2.5288842
D2	12	98	WT	17.205893	2.0535665
E7	14	103	HET	15.667528	0.102489166
B9	7	173	Null	16.55248	2.348536
B10	13	155	Null	14.895173	-2.9146276
E7	6	103	HET	14.311967	-1.9828553
G10	15	129	Null	16.281923	1.4945942
D11	10	178	Null	14.750054	1.4926339
F3	13	92	WT	15.055241	-0.9132526
B1	9	79	WT	17.734077	0.46511462
G9	16	149	Null	15.4389515	-0.6554908
D6	11	76	HET	17.542292	-1.4616039
E11	1	185	Null	14.495912	2.9175422
G9	18	149	Null	15.655315	0.8875317
B12	12	148	Null	15.679998	1.6263105
G10	9	129	Null	13.370358	-0.15044698
F9	19	149	Null	12.8908615	1.1505972
C7	21	100	HET	15.184088	2.9077399
E11	13	185	Null	13.913728	-2.4189668
C4	13	104	WT	15.7137165	0.4362183
D3	20	128	WT	16.229706	1.3737091
C3	17	117	WT	14.60483	0.98236024
F6	3	82	HET	17.015171	1.7656853
C4	12	104	WT	16.068731	-0.009344358
E1	19	101	WT	14.879423	1.0236915
G11	14	129	Null	15.997823	-2.446289
E10	15	132	Null	13.660978	1.7777495
G3	15	121	WT	15.201752	-2.8475928
F9	10	149	Null	14.276068	-1.27951
C4	2	104	WT	15.475569	2.6067731
G1	3	72	WT	17.113691	0.8446724
D3	11	128	WT	13.083206	-1.0743717
D4	3	102	WT	16.211018	-1.3390694
E7	19	103	HET	12.05726	0.66910785
C2	18	137	WT	16.50029	-0.9098276
C3	20	117	WT	15.35724	1.0759934
F12	1	125	Null	15.240145	2.100015
D1	20	91	WT	17.602068	-1.8643814
B8	1	64	HET	15.772587	-2.7095582
F10	5	152	Null	14.019115	1.5431293
