Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
D3	4	128	WT	16.060902	1.8108728
E10	5	132	Null	15.557784	0.048338156
G7	14	94	HET	15.2698765	0.571371
B4	18	112	WT	14.75266	0.64995146
C9	19	156	Null	14.496286	2.8627107
F1	5	88	WT	15.660751	0.039862376
C9	12	156	Null	11.523585	-1.3086312
D4	4	102	WT	17.103952	-1.4321773
B6	1	99	HET	14.500726	-0.01372774
D8	14	87	HET	13.50959	0.7497551
G3	20	121	WT	14.760986	1.6508818
E10	9	132	Null	15.670602	-0.095657334
B9	8	173	Null	17.39096	-1.2721525
D7	1	83	HET	16.469307	1.4782488
B8	4	64	HET	15.805013	2.2757485
G6	17	79	HET	13.700001	-1.8532772
D4	19	102	WT	14.1077175	-1.5591061
F5	17	109	HET	15.7925205	-2.8778703
C11	2	154	Null	16.454649	-1.4547254
C9	1	156	Null	17.294487	0.7834321
B6	4	99	HET	14.606528	-2.649839
D9	7	135	Null	16.067324	-1.3302875
B3	2	79	WT	16.494331	-1.6501335
D7	17	83	HET	11.9162655	1.325004
D9	5	135	Null	17.394577	-1.22912
G11	9	129	Null	14.666858	-0.30139127
C3	9	117	WT	16.74551	-1.9762686
B9	2	173	Null	17.269793	0.69639003
B3	16	79	WT	15.398315	-2.203022
G9	6	149	Null	16.661568	0.022535153
F5	13	109	HET	14.041812	-1.3312527
E5	18	89	HET	14.430831	-1.3917365
E3	7	122	WT	12.522859	-0.5599681
G7	17	94	HET	15.212948	0.85554755
C7	13	100	HET	15.942247	0.4045621
G4	11	100	WT	14.784761	-0.74613804
F2	1	111	WT	14.664135	2.3347151
F6	6	82	HET	17.07536	0.77518916
B3	19	79	WT	15.933962	-1.1354419
B9	6	173	Null	11.360974	-1.301727
C3	1	117	WT	16.011955	-0.94847256
B6	4	99	HET	14.149404	-2.8320687
E10	11	132	Null	17.096928	-0.7145039
E3	15	122	WT	15.887285	-1.9661353
E7	7	103	HET	12.972411	0.8074009
D10	20	157	Null	12.475315	1.0650568
F7	8	90	HET	13.977307	-2.2506914
C5	9	78	HET	13.191294	1.579911
D12	1	106	Null	14.199166	-0.51869494
B4	4	112	WT	14.829355	0.8888245
G8	21	65	HET	17.38012	-0.9756296
F7	17	90	HET	15.560624	-1.5820738
D2	4	98	WT	15.460201	-2.7769985
D4	4	102	WT	16.547356	1.4423014
B11	12	148	Null	14.741271	0.24716994
G7	4	94	HET	16.760466	-0.5605476
G6	17	79	HET	14.793714	-0.8180223
E8	20	59	HET	17.031128	0.8430653
F10	11	152	Null	14.965922	1.0670639
E3	21	122	WT	12.122713	-0.79140794
F2	1	111	WT	16.793814	-1.7582908
B6	5	99	HET	15.160495	-2.0641491
F4	8	94	WT	12.197326	-1.1144394
E11	6	185	Null	13.147472	-1.7242448
F7	4	90	HET	15.695358	1.6917164
D9	20	135	Null	14.7323885	1.2594882
B1	9	79	WT	16.82257	1.8178508
F6	11	82	HET	16.218042	-2.8322093
D3	1	128	WT	15.233783	-2.3151152
G11	16	129	Null	15.344802	2.0724206
B9	5	173	Null	17.116966	-1.8736199
G2	13	125	WT	17.358639	1.0760882
F8	15	63	HET	16.769037	1.7763628
D11	9	178	Null	12.192157	-0.87252194
G9	12	149	Null	15.671889	1.4631445
B1	19	79	WT	13.766845	1.3955052
B11	6	148	Null	16.946323	0.35351568
E9	3	120	Null	15.911004	1.6949052
B1	21	79	WT	15.858665	1.7048852
B12	9	148	Null	15.179274	-1.5147235
C7	14	100	HET	18.052355	0.025550831
E10	2	132	Null	14.164395	-1.789128
G9	20	149	Null	14.020974	-2.7144547
B9	8	173	Null	16.211843	-1.6391515
G9	8	149	Null	16.820341	-0.31423524
G10	7	129	Null	12.167615	1.488046
B12	21	148	Null	17.266005	0.24051802
F7	15	90	HET	16.038132	1.984516
C9	6	156	Null	14.480088	2.334266
B3	13	79	WT	14.009725	0.93845844
F5	14	109	HET	14.226963	1.3478427
B11	2	148	Null	16.835312	-1.6799251
G8	3	65	HET	14.898611	0.19826502
F6	15	82	HET	16.101042	0.036112547
D10	16	157	Null	13.517189	-0.27193508
E10	4	132	Null	11.90291	0.59673023
G10	18	129	Null	15.022612	-0.2520371
E3	1	122	WT	14.691024	-2.6445374
C11	20	154	Null	16.111595	2.3334434
D2	16	98	WT	17.308487	1.1238087
D11	14	178	Null	12.960544	-0.8871304
C5	16	78	HET	14.222985	-2.937856
B9	4	173	Null	14.680785	1.0027463
D5	18	99	HET	16.587477	2.066635
B10	10	155	Null	15.947141	2.5673597
C8	19	85	HET	16.556126	-0.17261076
C8	17	85	HET	13.83922	1.3683475
E2	11	102	WT	15.055499	1.8588238
B2	13	97	WT	13.200885	-1.2562637
B2	9	97	WT	15.633223	-0.38943228
E12	6	115	Null	16.448498	-2.664648
E8	16	59	HET	11.614725	1.1672945
E11	5	185	Null	13.055297	1.20918
B10	17	155	Null	14.872019	-0.41467863
G2	18	125	WT	13.698885	-2.2399788
D1	17	91	WT	15.281453	1.0248398
G9	15	149	Null	15.270476	-0.45104715
G2	17	125	WT	15.53561	-2.5795128
F6	19	82	HET	12.154582	1.137625
D8	2	87	HET	15.106139	0.2150747
G11	1	129	Null	15.4388685	-1.7683103
F7	1	90	HET	13.642589	0.44741306
C10	11	125	Null	11.20484	-0.9365533
C12	13	119	Null	16.696304	-1.2936236
G9	16	149	Null	14.1672535	2.7167144
F2	1	111	WT	16.09294	-0.8429175
G8	8	65	HET	16.934868	-2.0787165
E10	13	132	Null	12.142357	1.3297862
D12	13	106	Null	15.993558	2.546171
E4	1	86	WT	14.138707	-2.482646
D10	2	157	Null	15.407257	3.0051925
C8	5	85	HET	15.018968	-2.6626003
B8	17	64	HET	15.786524	0.3509901
G10	19	129	Null	15.471021	-1.1182464
D1	7	91	WT	16.746384	1.2419854
D11	6	178	Null	16.753098	0.9694874
C4	20	104	WT	14.962877	0.77032125
G6	7	79	HET	14.704301	-1.5916578
D4	2	102	WT	15.786418	0.6524391
F3	5	92	WT	14.407456	0.33061534
E10	12	132	Null	13.020685	-1.4845523
E10	11	132	Null	16.256542	1.5936171
G9	3	149	Null	14.199167	-2.5406868
C3	14	117	WT	16.78534	-1.9204303
G3	17	121	WT	11.98161	0.64185494
B5	14	101	HET	14.976604	2.3497941
F3	8	92	WT	15.629461	-2.5739298
D6	12	76	HET	15.126521	-2.500085
D8	21	87	HET	15.194313	-2.6695378
B12	11	148	Null	17.368425	0.3326688
G2	7	125	WT	15.37748	-2.9838936
G10	14	129	Null	13.908364	-2.4286888
G1	4	72	WT	12.858113	-1.9890769
E7	20	103	HET	15.903142	-0.59369034
C12	14	119	Null	16.105202	-2.0236177
C9	14	156	Null	12.616803	-0.69493043
B5	3	101	HET	16.879198	-0.34889913
G12	5	121	Null	17.128653	0.11104826
C6	1	71	HET	15.30364	2.5454571
C11	17	154	Null	14.598766	2.5993342
F3	13	92	WT	14.105984	-1.6915075
F10	8	152	Null	17.149351	0.08948965
F5	19	109	HET	15.739576	-1.7556925
E6	2	66	HET	16.532545	1.2087975
G10	3	129	Null	15.436424	0.63051385
C11	9	154	Null	15.738511	-0.95269257
D5	10	99	HET	14.256551	1.6064363
E1	15	101	WT	16.15049	1.7202748
E10	19	132	Null	14.864852	1.6519237
B9	9	173	Null	11.1806755	-1.5348406
B11	18	148	Null	13.424982	2.1248739
G10	19	129	Null	17.299353	-0.16111298
C7	13	100	HET	16.942503	-1.6114187
E12	21	115	Null	14.994571	-0.17562373
E5	19	89	HET	12.325147	1.3493593
C7	4	100	HET	15.993489	1.3572785
C9	10	156	Null	11.313806	-1.5741547
B10	8	155	Null	16.247257	-0.68775016
F3	19	92	WT	14.686258	-2.6637492
D9	12	135	Null	15.348282	-0.5026772
G4	1	100	WT	12.426164	1.4605632
C9	17	156	Null	14.805653	-1.9828496
E10	16	132	Null	14.026263	0.09874901
C3	19	117	WT	17.290493	-1.260358
F12	12	125	Null	16.125168	1.2404815
F3	7	92	WT	14.87342	0.5312339
C10	5	125	Null	15.818898	-1.1669842
G4	3	100	WT	14.61162	-0.70510507
F10	5	152	Null	16.509064	-1.0462493
B8	10	64	HET	14.136772	1.8770236
F10	14	152	Null	12.332513	-0.9691074
C2	14	137	WT	12.074689	-0.47076482
D3	18	128	WT	15.388528	-3.0679066
B5	4	101	HET	11.035204	-1.6383806
E6	13	66	HET	15.95121	2.6090395
F1	21	88	WT	16.25166	2.2029629
F11	20	135	Null	11.782778	0.90795577
C6	6	71	HET	16.006315	-2.802494
E7	5	103	HET	16.585499	-1.7144264
F11	1	135	Null	15.328188	-1.1278597
B11	20	148	Null	17.781843	0.12532763
F11	20	135	Null	14.188439	-0.5812824
D9	7	135	Null	16.078411	1.8504404
E1	13	101	WT	15.490191	1.4791265
C3	8	117	WT	17.03156	-1.6859093
G4	18	100	WT	16.325665	0.14897457
B3	21	79	WT	16.791622	-2.3330147
G3	10	121	WT	16.233332	0.24534702
E3	15	122	WT	15.851456	-0.86568886
C12	9	119	Null	15.81903	-2.712668
F9	6	149	Null	15.536992	2.1442962
D4	15	102	WT	15.914616	0.56263494
F10	12	152	Null	14.011015	0.79022115
C9	19	156	Null	16.65563	-0.97346014
E8	1	59	HET	16.003122	1.0210382
E10	17	132	Null	13.2476015	-0.32184124
B2	20	97	WT	11.287035	-0.8366007
F3	1	92	WT	16.703947	-1.755748
G10	4	129	Null	14.005003	0.23632924
F3	2	92	WT	14.342349	-2.2990718
D4	19	102	WT	15.988614	-0.8018502
B11	19	148	Null	13.905783	2.3442283
D6	2	76	HET	13.8028965	-0.05914709
C11	9	154	Null	14.324618	-0.710403
G6	8	79	HET	11.564874	1.1341496
E10	9	132	Null	11.402056	-1.3376895
E10	10	132	Null	16.661976	-0.08878069
F11	14	135	Null	12.079685	0.9671036
C1	10	66	WT	16.424671	1.4825119
D11	20	178	Null	12.727116	-1.8833454
G4	17	100	WT	13.990877	0.13717347
G10	9	129	Null	14.225371	1.4317122
E11	3	185	Null	14.701856	1.2406403
F5	1	109	HET	14.764755	1.5423199
B9	1	173	Null	16.930555	-1.8086522
E11	2	185	Null	15.336003	2.250068
B10	3	155	Null	16.21308	1.1594145
G6	16	79	HET	16.3039	-2.150652
D12	4	106	Null	16.122362	-0.5949594
E2	13	102	WT	16.021772	-1.8827496
B7	3	78	HET	16.316319	1.4379969
C2	21	137	WT	16.787464	-2.222854
G4	16	100	WT	13.454838	-1.5285468
C9	14	156	Null	16.16743	-1.2548488
G9	14	149	Null	14.824627	2.3716242
F1	5	88	WT	13.955517	-1.6185879
B4	20	112	WT	16.154919	1.2049956
G2	19	125	WT	12.671831	0.12659006
C10	19	125	Null	11.859316	0.7638506
D3	11	128	WT	13.065465	-1.5103147
F12	18	125	Null	11.875739	-0.5596075
F7	2	90	HET	16.468502	0.18441269
B11	3	148	Null	16.289356	1.654365
D6	7	76	HET	17.271706	0.20935236
B12	13	148	Null	13.710841	-1.4843683
G12	4	121	Null	16.573797	-0.04725467
D10	6	157	Null	16.397678	1.0871273
G9	16	149	Null	15.021122	2.510528
E5	19	89	HET	14.987091	-2.7209942
G12	16	121	Null	15.121069	-1.6725944
D12	12	106	Null	13.783999	0.28510436
C1	11	66	WT	15.896626	0.75837326
C1	10	66	WT	16.690096	-2.0453336
C2	4	137	WT	15.003704	-2.80248
D10	13	157	Null	13.915732	2.2285657
E1	6	101	WT	17.29897	-2.0381532
F9	20	149	Null	15.44502	-1.9331992
D3	1	128	WT	14.022972	2.6850817
G11	7	129	Null	16.567852	-0.16259545
B12	2	148	Null	16.804749	1.5478
G2	17	125	WT	16.827452	-1.3141081
F4	21	94	WT	15.500088	-2.2575433
G4	9	100	WT	16.53834	-0.4451894
D2	15	98	WT	15.984672	-0.2931885
E3	19	122	WT	12.939768	2.0142019
D6	11	76	HET	14.495444	-2.9907188
D5	16	99	HET	12.126794	-0.41710433
C5	8	78	HET	13.901334	2.0029252
G6	10	79	HET	15.101907	-3.3434534
C2	14	137	WT	12.984841	1.2550993
C6	17	71	HET	16.89662	-1.3634379
G10	19	129	Null	13.995832	-0.6118975
D10	13	157	Null	11.748874	0.91217786
F12	17	125	Null	16.424923	1.4478623
E2	3	102	WT	11.282433	-1.5391914
F10	7	152	Null	14.728786	2.4966407
D3	20	128	WT	13.699788	-1.3553507
B12	17	148	Null	16.128168	1.8630991
E11	12	185	Null	15.816419	-0.4306746
E9	8	120	Null	15.85808	-2.030978
E2	18	102	WT	17.502071	1.0026872
G5	5	61	HET	12.16323	-1.2083063
F3	1	92	WT	17.531967	0.5841117
F7	20	90	HET	14.437004	-2.548318
C12	18	119	Null	17.01515	0.59572875
G6	2	79	HET	14.188388	2.4733741
D1	19	91	WT	14.060039	0.9462932
C5	17	78	HET	17.540129	-0.7487993
C12	17	119	Null	13.284987	-1.6739789
C1	1	66	WT	13.779262	0.2878054
C6	9	71	HET	14.220573	2.6814644
B9	5	173	Null	16.543863	0.62642
G12	18	121	Null	16.153788	0.637182
G10	9	129	Null	14.999196	-0.6930299
C5	19	78	HET	14.23437	1.8750128
B7	4	78	HET	14.711396	-2.2267883
E10	10	132	Null	15.380836	-1.8868439
F7	20	90	HET	15.380422	0.120731935
E9	8	120	Null	11.788747	-0.52603084
G1	5	72	WT	17.49951	-0.26258707
B10	3	155	Null	16.443975	0.6444553
E7	7	103	HET	15.854572	-2.7812319
G10	21	129	Null	16.624456	1.2479213
E12	15	115	Null	14.726436	1.2462324
C2	21	137	WT	13.993565	2.2940285
F10	12	152	Null	14.342218	1.9304575
C1	2	66	WT	15.470928	-1.1175681
B12	1	148	Null	14.695874	-3.1128902
B2	4	97	WT	16.81621	3.4297678
B6	21	99	HET	16.250574	-1.937762
F7	12	90	HET	15.29245	2.549731
G2	7	125	WT	12.678373	-0.23742579
B4	13	112	WT	14.907139	-2.8599417
D3	11	128	WT	16.662373	0.24074106
D1	2	91	WT	15.352906	-0.8394591
B12	11	148	Null	14.891652	1.0124336
F6	10	82	HET	12.87639	1.433129
E11	11	185	Null	14.742969	1.4073486
F9	17	149	Null	15.563746	2.887183
D11	9	178	Null	17.086094	-1.6370666
B10	20	155	Null	16.854918	-0.9921102
D11	1	178	Null	15.674062	1.207434
E6	17	66	HET	15.712565	-3.1021216
F10	19	152	Null	12.095663	0.37944546
E11	18	185	Null	14.167901	0.35547593
C5	2	78	HET	16.764902	0.94371456
G6	7	79	HET	14.64805	1.9657495
B8	15	64	HET	15.533754	-1.424855
F10	14	152	Null	14.66906	2.1816518
B5	3	101	HET	15.628762	-0.9046846
F1	15	88	WT	17.146309	0.75595033
C2	1	137	WT	16.871176	1.6435039
D9	15	135	Null	14.735457	-1.5907733
B8	17	64	HET	13.801094	-1.3660147
F2	17	111	WT	14.450338	-0.18079548
D2	3	98	WT	17.035122	0.39767128
B7	19	78	HET	14.06717	2.1608312
E5	7	89	HET	12.07254	-1.1763421
D11	10	178	Null	12.940726	1.1061364
C10	6	125	Null	15.542711	-1.7411202
C11	7	154	Null	15.10613	-0.21431504
D3	2	128	WT	13.95264	-0.43665323
C8	21	85	HET	17.575674	-0.8113049
C10	18	125	Null	14.771533	-1.0290867
C2	7	137	WT	14.11396	2.1220095
E9	2	120	Null	16.601984	1.5279347
F11	12	135	Null	14.969616	0.7657005
B9	10	173	Null	14.86642	0.68906224
B4	19	112	WT	15.7809925	-3.0284944
E9	2	120	Null	14.967622	0.8348599
F7	21	90	HET	14.840765	2.6472406
D12	3	106	Null	12.005214	-0.9723111
D8	8	87	HET	13.776446	1.451436
D5	19	99	HET	12.283757	0.9808435
C5	4	78	HET	14.516622	-2.1384428
C12	2	119	Null	14.546025	-1.7605753
F5	8	109	HET	14.248798	1.988395
F11	19	135	Null	15.677567	-2.548952
C10	3	125	Null	17.063463	0.38318208
G9	6	149	Null	12.662256	-0.6292849
D10	12	157	Null	15.507488	-0.20816159
G9	16	149	Null	15.199392	-0.3222632
D11	13	178	Null	15.12394	1.7034876
F4	7	94	WT	11.776801	1.3524623
B11	13	148	Null	12.251575	1.4188895
C8	16	85	HET	11.797385	0.8287189
F5	9	109	HET	16.30928	-0.72381467
B12	11	148	Null	15.012094	0.71429455
E8	1	59	HET	15.15848	-0.5587152
F6	1	82	HET	11.79146	1.0115856
D1	6	91	WT	16.488443	-2.4375582
F6	20	82	HET	15.712537	2.495713
C8	8	85	HET	15.505269	-2.1388535
D9	12	135	Null	15.705297	-0.3525199
B3	19	79	WT	17.025198	3.7482815
E12	2	115	Null	15.866658	0.55989814
E10	19	132	Null	14.008307	-1.6828512
C12	19	119	Null	15.172249	2.952735
D10	20	157	Null	13.6444	1.5555861
E10	17	132	Null	12.102591	-0.87626714
G3	16	121	WT	17.070103	1.2678119
G11	3	129	Null	16.07696	-0.96052873
B3	21	79	WT	15.937237	2.0586078
E4	12	86	WT	14.57704	0.45203814
C5	20	78	HET	14.187932	2.819333
F1	15	88	WT	16.714247	1.7939175
C3	13	117	WT	16.949724	-1.2112451
D7	4	83	HET	14.684301	-3.1016784
B8	19	64	HET	13.595186	-2.1467326
B7	8	78	HET	17.562757	-1.6431198
F3	3	92	WT	17.885704	0.19974169
C6	4	71	HET	16.042505	-1.6783069
C8	10	85	HET	16.52802	0.95425904
C3	20	117	WT	15.564954	-1.9510059
D11	18	178	Null	11.827956	-1.2301503
F10	14	152	Null	15.466466	1.4495964
B11	4	148	Null	15.083721	2.6987338
E7	9	103	HET	11.635145	-1.1424849
B11	10	148	Null	16.45565	2.2433543
E11	19	185	Null	15.854371	0.48592976
E2	1	102	WT	15.324871	1.0869288
E7	9	103	HET	16.674822	1.172756
B2	20	97	WT	12.585267	-0.8871415
G12	2	121	Null	14.29854	2.358245
C9	10	156	Null	14.221505	2.059543
F11	16	135	Null	12.770278	-0.6707935
G6	7	79	HET	13.774099	-2.54189
G4	15	100	WT	15.720544	-1.6543733
E11	14	185	Null	11.9587145	-1.5411947
D12	6	106	Null	15.598781	-0.46292618
D10	8	157	Null	12.82001	1.4732095
D12	7	106	Null	12.800027	1.0446377
B4	9	112	WT	16.629047	-1.4738791
B9	8	173	Null	17.104353	0.39868805
D9	11	135	Null	15.300539	-2.8392682
E5	13	89	HET	13.643753	2.71007
G8	3	65	HET	16.42947	-0.42621216
F6	4	82	HET	17.179539	1.2173939
G12	10	121	Null	12.8603115	-0.7228222
B12	17	148	Null	15.862797	-1.1647841
E4	21	86	WT	14.08573	-2.2340045
B7	21	78	HET	14.352076	0.6601831
F10	9	152	Null	17.46559	-0.48434183
F11	4	135	Null	13.245405	-2.092205
B9	9	173	Null	17.041182	-0.31815222
C7	20	100	HET	14.393665	-2.0934284
F12	14	125	Null	14.738503	-0.554221
D6	15	76	HET	16.770262	-0.48812792
B8	11	64	HET	13.988876	1.1315385
C4	13	104	WT	14.220633	1.8153576
C3	6	117	WT	13.275245	-0.93834287
G2	7	125	WT	16.69518	-2.0238495
C5	15	78	HET	13.6105995	2.7436676
E3	4	122	WT	14.178081	-2.5717788
C11	16	154	Null	13.1333885	0.31193417
G11	4	129	Null	15.72241	-1.8069485
D9	14	135	Null	17.248001	-0.4515811
B5	9	101	HET	14.293584	-2.6944814
B5	8	101	HET	15.563687	2.5175252
C10	3	125	Null	17.256342	-0.9238386
G7	16	94	HET	16.698338	1.6296533
D12	18	106	Null	17.334982	-1.5297661
D3	19	128	WT	15.936481	2.5678525
F6	4	82	HET	15.05767	-2.2538779
D6	5	76	HET	16.660816	2.2384417
E12	12	115	Null	16.579767	-0.021005647
F4	20	94	WT	17.423784	1.6757445
B9	15	173	Null	16.81537	-0.93779826
E7	1	103	HET	15.558594	0.041418124
C11	7	154	Null	15.728029	-1.2411289
D5	15	99	HET	14.068047	-2.4464502
E3	18	122	WT	15.032821	-0.51985043
C5	3	78	HET	15.525799	-2.2130394
B11	17	148	Null	14.152302	-1.083461
C3	6	117	WT	17.36691	-0.61365926
D9	6	135	Null	17.065416	-1.8933629
C3	10	117	WT	14.3676195	2.8840725
F4	2	94	WT	16.809856	1.743062
D10	2	157	Null	16.326391	-2.0967798
D9	5	135	Null	14.696118	0.25722206
F3	3	92	WT	14.939394	-0.15302312
B10	16	155	Null	17.436148	-1.9645116
F5	16	109	HET	12.294875	-0.6381273
D11	2	178	Null	15.803619	-1.4736466
C1	8	66	WT	13.461421	0.2921808
D5	6	99	HET	16.173954	0.96973616
D9	7	135	Null	14.422499	0.3344811
G3	2	121	WT	15.397884	-1.287298
E11	7	185	Null	12.108209	-0.4927388
C11	20	154	Null	16.273384	-1.8490477
C6	4	71	HET	16.63918	0.58854854
E5	6	89	HET	15.056557	-1.8106039
G10	9	129	Null	15.196975	-0.82936895
C9	21	156	Null	17.334576	-1.7004094
G8	19	65	HET	12.29701	1.4092144
F9	17	149	Null	14.197047	-1.6089418
G11	1	129	Null	14.518473	0.36509404
D2	4	98	WT	16.073378	-2.5237927
D3	21	128	WT	16.260654	1.3524412
G11	19	129	Null	14.343449	-2.967729
B5	17	101	HET	13.708325	1.0406848
B10	6	155	Null	15.873965	-2.2521899
G3	6	121	WT	17.751917	-1.3839159
G6	13	79	HET	12.61742	0.55061203
E9	4	120	Null	17.274052	-0.6763135
B11	4	148	Null	16.018902	-1.4255526
D12	18	106	Null	16.228273	-0.8814642
D12	11	106	Null	17.324892	1.6398354
G9	7	149	Null	16.530895	-1.8819736
B9	2	173	Null	11.103255	-1.4888973
B12	11	148	Null	15.339207	-0.07602585
B4	7	112	WT	17.026552	0.5731775
D5	20	99	HET	12.530899	0.48511556
E12	19	115	Null	14.791172	0.81376845
E4	16	86	WT	15.16352	1.4834889
D2	8	98	WT	16.631092	2.3462129
G12	21	121	Null	14.511323	-0.69312394
F10	16	152	Null	14.155689	1.9460355
B11	10	148	Null	14.890143	2.7006536
E11	6	185	Null	15.285908	-2.2429585
C2	1	137	WT	17.64154	1.2032584
C9	20	156	Null	14.826131	0.20637245
B12	12	148	Null	16.510721	-2.3982518
F3	1	92	WT	15.316618	-2.201574
G3	18	121	WT	15.746846	1.235203
E4	18	86	WT	15.711072	-1.7324733
B4	11	112	WT	15.7167845	0.9705428
D2	18	98	WT	12.9303465	-1.2789843
E11	2	185	Null	15.691689	1.6771858
B1	14	79	WT	13.086374	1.4414731
B5	13	101	HET	16.920628	1.1539427
F12	10	125	Null	13.910809	-0.42678565
F4	4	94	WT	14.977799	-0.28368893
B6	1	99	HET	15.170938	3.0204873
G11	3	129	Null	15.268211	-2.3581212
G1	10	72	WT	15.161571	1.250941
D2	17	98	WT	11.2059	-1.0882974
E4	10	86	WT	15.771191	-0.19419208
B10	4	155	Null	14.619158	2.7498856
C9	20	156	Null	16.465942	-0.842554
D7	16	83	HET	11.619064	-0.9085308
B4	15	112	WT	16.602983	1.5450935
B10	13	155	Null	15.154541	-0.108007
E11	6	185	Null	15.082599	-2.5961957
C10	18	125	Null	15.842259	1.0910915
E2	11	102	WT	14.491601	0.29810697
B12	18	148	Null	14.240658	-1.9808294
C1	10	66	WT	16.456648	-0.7111829
E3	10	122	WT	16.769835	-1.5947307
B4	20	112	WT	15.663361	1.297301
E6	2	66	HET	12.698836	-0.44381908
F12	18	125	Null	16.37192	0.6728357
C9	5	156	Null	14.964035	-3.0025158
G11	2	129	Null	15.051011	-1.3314809
F7	20	90	HET	14.473534	-2.7578175
F2	6	111	WT	15.665338	-0.34155312
D11	7	178	Null	15.753372	1.9466425
C2	11	137	WT	15.166531	-1.9913945
F11	2	135	Null	15.347904	-0.23479655
B12	7	148	Null	17.11764	1.5730641
C4	20	104	WT	15.241141	-2.2463017
B8	4	64	HET	17.015715	1.3348165
G2	7	125	WT	15.83213	-2.6872883
F7	6	90	HET	13.923361	0.72272116
C5	14	78	HET	15.408893	-1.7671254
G3	2	121	WT	14.293675	-2.3567474
E3	19	122	WT	16.171106	-2.8674078
C1	15	66	WT	14.732048	-1.1665834
C9	15	156	Null	17.233517	1.9180247
E12	13	115	Null	13.919579	2.424941
B5	1	101	HET	15.097937	-3.10552
F1	18	88	WT	17.512123	1.4689319
D1	19	91	WT	14.778118	3.114047
F12	4	125	Null	16.602123	0.21686772
D11	9	178	Null	16.575876	1.4717299
D10	13	157	Null	14.059886	2.6092312
E10	16	132	Null	14.675541	-2.9389627
B5	21	101	HET	16.26737	-2.9417439
B5	20	101	HET	15.444208	-1.4977694
B1	5	79	WT	15.991702	2.1269667
D11	16	178	Null	15.433473	1.3530492
C11	1	154	Null	17.011578	0.08995108
C5	5	78	HET	16.310654	2.0140955
D11	9	178	Null	16.097921	2.033742
E8	12	59	HET	17.225864	0.31010798
D6	12	76	HET	15.963332	1.0631291
C7	11	100	HET	15.511784	-2.2953417
F9	11	149	Null	16.621576	-1.9047308
C11	18	154	Null	16.69546	-1.2712331
F11	19	135	Null	14.867204	-0.9669112
E3	10	122	WT	16.099386	-2.2327836
D7	1	83	HET	15.823503	-0.21645217
D9	12	135	Null	14.250776	1.0509256
D7	14	83	HET	15.548682	2.2118597
F6	9	82	HET	15.445501	2.4091935
E4	19	86	WT	13.156638	0.8775463
G8	21	65	HET	14.323129	1.0923984
E7	14	103	HET	12.670597	0.5830818
D1	20	91	WT	16.663507	0.24229322
F12	10	125	Null	14.7198305	-0.99860317
D11	9	178	Null	16.442211	0.45883584
F10	8	152	Null	12.688296	1.3040221
C1	4	66	WT	17.413597	-0.78462523
E10	16	132	Null	13.963789	-2.3267305
E11	4	185	Null	15.057938	-1.6330816
E11	2	185	Null	14.791785	-0.6597089
G4	18	100	WT	15.557664	-0.6701867
D6	3	76	HET	16.676546	0.0011235068
E11	5	185	Null	15.519612	0.9680038
F8	5	63	HET	14.685171	2.172337
F4	6	94	WT	16.612751	1.4064065
D1	5	91	WT	16.57154	-1.2368503
D12	2	106	Null	11.312923	-0.92948586
B9	3	173	Null	17.45018	-1.11046
F2	4	111	WT	15.356756	3.0427608
C2	1	137	WT	16.100367	2.782406
D10	13	157	Null	13.156202	2.4795048
D9	9	135	Null	14.262409	-1.5112097
G6	11	79	HET	13.686778	2.0615377
F12	17	125	Null	12.603964	-0.4172246
B7	17	78	HET	14.828513	-2.404952
D3	11	128	WT	11.588762	-1.1633565
C10	2	125	Null	14.066	-2.6419048
B9	4	173	Null	15.203215	-2.9954681
B8	7	64	HET	15.792097	-0.23829871
C2	14	137	WT	16.959263	1.0459218
B10	7	155	Null	15.021461	-2.4401042
C6	18	71	HET	16.313652	1.780576
E1	21	101	WT	17.36433	-0.4970659
F7	17	90	HET	15.690632	-2.6609929
B8	1	64	HET	16.27933	-0.9469416
C4	12	104	WT	14.441709	0.35386395
E4	8	86	WT	16.363165	-1.0225544
E11	18	185	Null	14.083826	0.6790786
E6	18	66	HET	16.476606	-1.0464021
G3	2	121	WT	13.531568	2.610724
D1	13	91	WT	11.09114	-1.6121842
E8	17	59	HET	15.08225	0.9144419
D11	14	178	Null	15.148044	2.0198486
D10	3	157	Null	15.886794	2.2545562
G12	6	121	Null	16.812426	0.80188304
D9	21	135	Null	13.287919	-0.167423
F11	8	135	Null	14.944547	1.493198
D4	7	102	WT	14.604748	2.858481
F9	13	149	Null	12.718645	-0.07034349
C11	9	154	Null	16.965263	-0.35375196
D4	16	102	WT	11.976392	0.7341566
B3	3	79	WT	14.95437	1.9899031
B6	4	99	HET	14.201358	2.0765378
C8	20	85	HET	14.415205	0.11119505
B5	8	101	HET	15.696938	-0.31635538
G10	15	129	Null	14.701475	-0.6660043
F10	17	152	Null	15.142629	-1.1504822
G10	1	129	Null	16.550825	-0.44519946
D9	17	135	Null	14.792686	1.2735536
E4	13	86	WT	12.5859375	1.2220671
B12	5	148	Null	17.72136	-0.3848099
F5	20	109	HET	14.750118	-0.7873208
G4	2	100	WT	13.108472	0.09399966
C11	5	154	Null	15.915549	1.8801322
