Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	Metadata_Plate	UMAP0	UMAP1
E4	6	131	WT	Plate_6_filtered	13.327569	2.7366056
G4	28	109	Null	Plate_6_filtered	9.794333	5.6750636
E4	25	131	WT	Plate_6_filtered	7.4628186	2.7013361
G7	25	128	Null	Plate_6_filtered	8.234883	5.19399
G5	18	131	Null	Plate_6_filtered	8.352866	1.4414706
B2	29	129	WT	Plate_6_filtered	10.751853	0.9941869
E3	19	161	WT	Plate_6_filtered	8.369276	4.599931
D10	31	59	Null	Plate_6_filtered	9.703795	3.3697255
B10	28	124	WT	Plate_6_filtered	10.679164	2.6710265
E9	20	251	WT	Plate_6_filtered	5.855907	2.304809
E6	13	144	WT	Plate_6_filtered	6.397116	3.484677
G5	24	131	Null	Plate_6_filtered	10.347482	5.187988
E11	29	232	WT	Plate_6_filtered	10.222117	5.4040127
B8	28	92	WT	Plate_6_filtered	10.597837	1.0344983
E6	29	144	WT	Plate_6_filtered	8.520361	6.3125625
B2	28	129	WT	Plate_6_filtered	11.345861	2.878104
E10	28	224	WT	Plate_6_filtered	5.802321	1.4833871
D8	25	62	Null	Plate_6_filtered	10.422614	3.1110337
B6	36	93	WT	Plate_6_filtered	10.500381	2.831728
B11	22	122	WT	Plate_6_filtered	12.173858	2.006593
E10	28	224	WT	Plate_6_filtered	10.046248	4.8500657
B3	15	116	WT	Plate_6_filtered	9.995394	3.7838745
G4	34	109	Null	Plate_6_filtered	7.0950565	4.7001066
E9	26	251	WT	Plate_6_filtered	8.209229	5.4856243
E11	12	232	WT	Plate_6_filtered	8.902661	6.2233624
B11	10	122	WT	Plate_6_filtered	12.202978	1.8232121
B2	21	129	WT	Plate_6_filtered	10.728967	1.3146416
E4	25	131	WT	Plate_6_filtered	7.8856983	4.1226354
B9	23	135	WT	Plate_6_filtered	11.574231	3.0577073
B2	12	129	WT	Plate_6_filtered	11.991633	1.8298867
B6	3	93	WT	Plate_6_filtered	10.884775	2.6440701
E11	22	232	WT	Plate_6_filtered	8.504357	1.1725518
G11	23	114	Null	Plate_6_filtered	8.546191	3.7816517
D11	15	67	Null	Plate_6_filtered	11.388221	2.5318725
E11	7	232	WT	Plate_6_filtered	7.8096466	3.9632816
B11	15	122	WT	Plate_6_filtered	11.6965885	2.8379514
B5	17	91	WT	Plate_6_filtered	12.129089	3.055236
D2	16	53	Null	Plate_6_filtered	11.740742	2.1003616
G11	27	114	Null	Plate_6_filtered	6.7437997	3.5455446
G8	10	132	Null	Plate_6_filtered	9.473257	2.7284417
B7	15	102	WT	Plate_6_filtered	12.184384	1.9326732
D4	12	40	Null	Plate_6_filtered	9.554004	3.0780418
E8	5	215	WT	Plate_6_filtered	7.5663958	2.133523
G7	21	128	Null	Plate_6_filtered	9.024818	7.446093
B4	22	88	WT	Plate_6_filtered	11.2727585	4.1687407
E10	15	224	WT	Plate_6_filtered	10.737219	5.9665613
D10	24	59	Null	Plate_6_filtered	12.25872	2.009497
D11	25	67	Null	Plate_6_filtered	10.536459	2.3444707
E3	28	161	WT	Plate_6_filtered	6.427915	3.8420284
E11	24	232	WT	Plate_6_filtered	8.145036	3.0409195
D9	21	74	Null	Plate_6_filtered	7.8490973	4.67809
G3	5	123	Null	Plate_6_filtered	9.61203	5.4402266
B9	6	135	WT	Plate_6_filtered	10.673925	1.749788
G4	27	109	Null	Plate_6_filtered	9.907737	6.507113
E7	26	194	WT	Plate_6_filtered	9.341941	6.2243104
B5	36	91	WT	Plate_6_filtered	10.254526	1.3874726
E7	10	194	WT	Plate_6_filtered	7.0780773	4.7606587
G8	33	132	Null	Plate_6_filtered	6.305039	1.7693629
D3	4	55	Null	Plate_6_filtered	10.613591	2.73321
B10	27	124	WT	Plate_6_filtered	12.085643	2.430561
E9	26	251	WT	Plate_6_filtered	8.603814	5.5763073
B6	17	93	WT	Plate_6_filtered	9.4719095	1.3579122
B7	6	102	WT	Plate_6_filtered	11.905479	3.996034
E3	32	161	WT	Plate_6_filtered	8.071777	6.7813263
G4	13	109	Null	Plate_6_filtered	7.877598	2.2127626
G6	33	133	Null	Plate_6_filtered	7.866796	4.0085626
E7	3	194	WT	Plate_6_filtered	10.156622	5.511848
D3	1	55	Null	Plate_6_filtered	10.097507	3.4157677
E10	17	224	WT	Plate_6_filtered	7.8420753	1.9196662
E8	23	215	WT	Plate_6_filtered	6.8818617	6.40242
D2	16	53	Null	Plate_6_filtered	11.29133	2.2107441
B3	27	116	WT	Plate_6_filtered	11.564871	1.3591931
G6	15	133	Null	Plate_6_filtered	13.349622	2.757993
B11	22	122	WT	Plate_6_filtered	11.5842705	0.9632836
E10	27	224	WT	Plate_6_filtered	7.097035	1.7482953
B2	9	129	WT	Plate_6_filtered	11.529523	1.6430974
B9	24	135	WT	Plate_6_filtered	11.111471	1.9440234
D6	27	54	Null	Plate_6_filtered	11.917458	2.3290243
G8	6	132	Null	Plate_6_filtered	8.102881	1.1691898
B11	24	122	WT	Plate_6_filtered	11.9768095	2.3175843
B11	26	122	WT	Plate_6_filtered	10.55606	2.4141724
B4	14	88	WT	Plate_6_filtered	11.691431	2.7760115
D10	8	59	Null	Plate_6_filtered	11.974709	2.399234
E5	4	172	WT	Plate_6_filtered	6.5932803	3.8206706
D9	20	74	Null	Plate_6_filtered	10.384251	3.778939
E3	3	161	WT	Plate_6_filtered	8.537005	5.969874
B3	3	116	WT	Plate_6_filtered	10.064411	1.4613863
G4	27	109	Null	Plate_6_filtered	9.050218	3.9475832
E4	35	131	WT	Plate_6_filtered	8.364127	3.570375
E8	2	215	WT	Plate_6_filtered	8.686246	4.120361
E9	9	251	WT	Plate_6_filtered	9.969552	5.3824463
E11	31	232	WT	Plate_6_filtered	9.056263	5.989132
E4	17	131	WT	Plate_6_filtered	6.6934104	2.880645
G3	29	123	Null	Plate_6_filtered	11.02989	5.4875116
D11	10	67	Null	Plate_6_filtered	10.809826	2.191749
G4	5	109	Null	Plate_6_filtered	9.207188	6.732526
B11	28	122	WT	Plate_6_filtered	10.891234	0.8988454
G3	34	123	Null	Plate_6_filtered	6.141959	1.6495657
G8	17	132	Null	Plate_6_filtered	9.855269	6.386998
E6	7	144	WT	Plate_6_filtered	7.308373	3.760488
E2	16	141	WT	Plate_6_filtered	7.3025846	1.9449251
E7	17	194	WT	Plate_6_filtered	6.2514806	4.194103
D11	14	67	Null	Plate_6_filtered	7.0935564	4.117314
E10	4	224	WT	Plate_6_filtered	9.316106	6.034864
B2	29	129	WT	Plate_6_filtered	10.266646	4.0143585
E5	1	172	WT	Plate_6_filtered	9.22399	6.0993166
D2	22	53	Null	Plate_6_filtered	11.177829	3.7587655
G4	13	109	Null	Plate_6_filtered	7.139688	6.294318
B6	15	93	WT	Plate_6_filtered	10.445348	1.5505214
G8	33	132	Null	Plate_6_filtered	6.6234217	2.274522
B6	22	93	WT	Plate_6_filtered	12.412634	3.3346677
E7	17	194	WT	Plate_6_filtered	8.540618	4.081796
E10	9	224	WT	Plate_6_filtered	11.944308	2.1520832
G11	11	114	Null	Plate_6_filtered	9.452286	6.697443
E9	12	251	WT	Plate_6_filtered	8.073851	2.8544412
E5	10	172	WT	Plate_6_filtered	8.506218	1.3618976
E2	35	141	WT	Plate_6_filtered	7.0449953	5.4815745
E6	2	144	WT	Plate_6_filtered	8.774108	6.9080696
E2	14	141	WT	Plate_6_filtered	6.576711	3.040656
E8	22	215	WT	Plate_6_filtered	7.424766	1.4213449
E10	27	224	WT	Plate_6_filtered	8.484391	1.8638003
E3	22	161	WT	Plate_6_filtered	8.403007	3.7633343
G4	30	109	Null	Plate_6_filtered	10.958101	5.53798
E7	24	194	WT	Plate_6_filtered	8.626708	2.769747
B3	17	116	WT	Plate_6_filtered	11.533915	3.7524896
E2	11	141	WT	Plate_6_filtered	10.322352	5.2277007
