Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
G7	15	82	HET	0.4901479	-2.4383907
D3	22	168	WT	0.29145285	-4.5470805
D4	23	358	WT	3.1737576	-4.3001833
F4	14	284	WT	5.547951	-2.478869
C12	10	321	Null	1.8747689	-5.459042
D4	5	358	WT	1.2578278	-2.3883626
G4	23	388	WT	3.9269333	-4.5000105
B2	6	55	WT	3.7856212	-1.0679772
E12	18	328	Null	4.2919374	-4.325131
G7	25	82	HET	2.4678364	-2.1650398
F2	4	91	WT	3.3860972	-0.49276218
E11	24	59	Null	4.3099823	-2.1573377
F2	2	91	WT	2.4895358	0.13545832
B6	3	104	HET	2.7130125	-0.024383701
C12	10	321	Null	2.5996687	-1.3852602
G10	5	72	Null	2.8303654	-0.44720128
C11	18	54	Null	1.5730733	-2.4388645
E12	25	328	Null	3.165986	-3.8034258
E5	22	53	HET	4.132091	-1.3892275
D8	25	122	HET	0.7252507	-4.3975554
B6	21	104	HET	3.9945862	-1.715675
E4	19	246	WT	0.0041201822	-0.3812663
B12	9	200	Null	2.95267	-3.29295
C3	15	138	WT	1.2892144	-4.5851517
D1	6	47	WT	3.2595525	-1.2320008
D12	22	193	Null	1.6960573	-4.524007
F10	21	66	Null	2.734767	-1.3792201
E4	13	246	WT	5.0021515	-3.4199326
E4	5	246	WT	1.1869755	-4.527511
D4	3	358	WT	2.0204115	-4.6136494
B12	9	200	Null	2.5140831	-4.72537
C12	21	321	Null	4.7921524	-4.163663
B4	10	219	WT	1.083986	-5.241367
E4	10	246	WT	4.9310894	-3.7845998
G6	21	125	HET	2.6857798	-0.60741764
F10	17	66	Null	2.4132156	0.13124049
D12	19	193	Null	0.8406739	-1.8214556
C12	4	321	Null	3.4933684	-3.1410735
F12	18	125	Null	2.1954648	-3.60258
G4	9	388	WT	1.3266567	-4.88209
C5	18	29	HET	0.7596884	-2.584412
E4	5	246	WT	2.2278547	-5.6251516
G4	14	388	WT	2.993623	-4.5931897
C3	20	138	WT	1.5021867	-2.6374047
E4	10	246	WT	3.0941782	-3.8139389
F12	22	125	Null	2.7960873	-3.6732945
C12	19	321	Null	3.2764695	-3.435599
F3	12	174	WT	2.236306	-3.543872
C11	19	54	Null	4.5633283	-2.737908
G8	24	358	HET	0.83217925	-4.404626
D11	13	100	Null	0.173943	-0.5269725
D4	9	358	WT	1.3860608	-5.1143813
F3	5	174	WT	4.548578	-5.165471
E12	12	328	Null	2.1758885	-5.5745993
G4	22	388	WT	0.11791646	-0.7068538
D6	22	99	HET	3.52056	-0.26114795
C4	23	127	WT	3.4572363	-4.320774
E6	12	94	HET	3.9229627	-1.6799533
G7	5	82	HET	4.0096054	-2.4276648
G8	13	358	HET	3.0048583	-4.4280677
B7	25	33	HET	3.066661	-2.8624337
G8	13	358	HET	0.7024877	-2.2138789
D7	7	76	HET	0.35894173	-3.384754
E4	19	246	WT	3.419772	-7.180025
D6	2	99	HET	4.655953	0.26149985
D1	17	47	WT	4.277551	-1.6134282
G7	5	82	HET	0.66337997	-3.2142127
D3	12	168	WT	3.1376987	-2.6966047
E10	3	74	Null	3.4658911	-0.88983196
G3	3	248	WT	3.1740963	-3.3095224
G12	25	187	Null	1.7384233	-1.7832009
B6	1	104	HET	2.5276086	-1.0579188
E12	8	328	Null	3.209166	-3.5539591
D3	19	168	WT	5.6064315	-2.6880777
E4	13	246	WT	4.7196755	-3.0422368
E11	24	59	Null	4.772126	-2.4242513
G3	6	248	WT	3.573428	-2.243168
E6	7	94	HET	3.2724416	0.67070633
E12	24	328	Null	3.8052773	-4.0879784
G4	7	388	WT	1.6626536	-3.5251532
B4	25	219	WT	3.853263	-4.1278663
B10	10	49	Null	3.8691168	-0.2657581
D4	24	358	WT	1.4503291	-3.4179106
F4	20	284	WT	3.460347	-3.3869877
D5	12	39	HET	3.9756162	0.4598311
B12	14	200	Null	5.178989	-3.6291554
C12	25	321	Null	3.8456783	-3.9842618
C12	2	321	Null	2.6363356	-3.7785301
G3	8	248	WT	0.96163726	-1.9263297
E2	7	60	WT	3.53621	1.0088067
G7	5	82	HET	1.7824326	-2.4273965
B12	23	200	Null	2.8797145	-3.6350348
E12	9	328	Null	3.4093068	-7.015554
B12	24	200	Null	3.6709855	-4.3477592
C12	13	321	Null	4.2445445	-4.3913107
D4	9	358	WT	3.0048327	-5.2043605
B9	13	47	Null	4.5602427	-0.8528459
G6	23	125	HET	3.8907983	0.912786
D8	25	122	HET	5.242634	-2.8756244
G4	18	388	WT	1.7469772	-4.654605
G8	14	358	HET	4.262364	-3.7159817
E10	1	74	Null	3.5771005	-0.7842012
D3	24	168	WT	0.67493176	-3.7064078
E10	11	74	Null	3.3576708	-0.8498758
C6	12	98	HET	3.9084692	0.6236652
G7	19	82	HET	0.70303756	-1.8391266
F4	20	284	WT	3.6720111	-4.6240454
E7	10	37	HET	2.2507312	-4.001449
C9	8	42	Null	3.403614	0.6404179
F2	21	91	WT	3.3615773	-0.35237533
B12	19	200	Null	3.151018	-5.798112
G12	9	187	Null	2.1815884	-3.2461722
D10	2	51	Null	2.0724123	-0.21314909
C6	15	98	HET	3.667208	0.10109343
E3	16	156	WT	1.795203	-5.205722
D8	15	122	HET	3.4943957	-7.7764235
C9	2	42	Null	3.0144217	-0.98232436
B4	13	219	WT	4.1537256	-4.9499316
C5	24	29	HET	3.6960647	-1.4435622
C12	24	321	Null	4.036611	-1.5692825
F2	1	91	WT	3.2155685	-0.6767643
D9	13	24	Null	3.1351545	-0.82746744
C12	3	321	Null	1.5333695	-4.2804146
F7	20	40	HET	0.8247969	-2.8608093
G11	9	142	Null	2.232496	-3.3608499
C12	3	321	Null	3.8327699	-3.4777033
G3	25	248	WT	2.470178	-1.8457402
F6	2	117	HET	3.0747705	-0.40660828
B4	23	219	WT	0.6683083	-1.226669
E7	25	37	HET	1.4422021	-0.21611136
G11	19	142	Null	2.3221495	-1.4878141
E5	21	53	HET	5.5617986	-2.4115572
F4	15	284	WT	2.635271	-5.176707
B12	18	200	Null	1.6370225	-4.817497
E6	6	94	HET	-0.00878497	0.28470948
G7	9	82	HET	4.600134	-3.4444146
G1	12	27	WT	3.8720963	1.0186125
F4	4	284	WT	2.8555272	-3.3364706
D4	17	358	WT	3.4285486	-4.2185445
B4	5	219	WT	3.517739	-7.892197
E11	13	59	Null	1.2685152	-3.3218496
G12	14	187	Null	0.59060335	-4.5090966
D12	15	193	Null	2.718004	-2.1445484
E12	10	328	Null	2.3764915	-4.57385
F2	16	91	WT	3.8752508	-0.98621255
F4	19	284	WT	1.8029836	-4.9485283
D4	8	358	WT	1.8816944	-4.634256
C12	17	321	Null	3.2312975	-3.6189046
C4	22	127	WT	1.1443096	-5.320679
B10	11	49	Null	1.867671	-0.16164307
D3	12	168	WT	5.3858	-3.1152298
G8	8	358	HET	1.585119	-2.7919853
B8	15	107	HET	2.0492315	-2.0707176
F2	21	91	WT	4.096492	-0.423463
D12	25	193	Null	2.8594143	-3.250924
G4	5	388	WT	0.944542	-2.1684892
D4	7	358	WT	1.050543	-4.785656
F2	24	91	WT	3.4074802	0.7588081
E12	20	328	Null	2.6445525	-4.059093
C12	9	321	Null	4.544134	-3.473318
B11	24	53	Null	2.2135928	-4.229904
C6	21	98	HET	3.3147123	0.15365717
B11	4	53	Null	2.3413415	-3.984124
B4	24	219	WT	2.5279827	-3.39425
E10	12	74	Null	4.2002153	-1.0976748
G7	25	82	HET	1.9937109	-1.7261349
E6	18	94	HET	4.0109305	-0.56640816
F6	7	117	HET	3.7130706	1.0171468
D4	18	358	WT	3.092998	-3.321931
F4	5	284	WT	3.4760702	-7.5981684
D3	4	168	WT	4.823165	-2.437957
E4	19	246	WT	3.7959988	-5.152647
C7	15	54	HET	1.9340124	-2.7700284
F9	6	36	Null	3.5403574	-2.894061
D7	7	76	HET	2.3429675	-2.0746725
D4	7	358	WT	0.4943811	-5.0780554
D12	19	193	Null	2.8629305	-4.355247
F2	15	91	WT	3.452783	0.12059735
C11	19	54	Null	0.48614618	-1.7516733
B6	2	104	HET	3.3069746	0.76815593
G7	20	82	HET	-0.20769213	-2.777105
F12	9	125	Null	1.4501102	-1.9581912
G11	25	142	Null	4.6618094	-3.2362988
D12	22	193	Null	0.45484856	-4.6264815
G12	23	187	Null	1.8625271	-3.9165535
C12	24	321	Null	3.3048449	-3.5454443
C2	19	42	WT	4.7238107	-0.26486912
F11	15	100	Null	1.5468434	-1.690521
D12	19	193	Null	3.5335777	-4.175763
B3	15	77	WT	5.434726	-2.4567006
G4	10	388	WT	3.3194842	-4.090068
F4	10	284	WT	1.9400682	-2.3311315
G3	8	248	WT	0.81813484	-1.393901
F11	15	100	Null	1.7965266	-1.3312987
F6	24	117	HET	2.0589397	0.034358047
D4	19	358	WT	4.6333985	-4.4764824
G8	15	358	HET	4.2768183	-3.4431818
F2	15	91	WT	3.8641078	-0.5711162
G8	15	358	HET	1.440372	-2.2943196
D4	20	358	WT	2.8011966	-6.1886396
G4	12	388	WT	1.6213808	-2.4187787
E7	20	37	HET	1.1414999	-2.3803399
C4	22	127	WT	2.3145585	-3.5344129
G11	14	142	Null	-0.0041023223	-3.1100993
D8	15	122	HET	0.70549434	-1.3297213
D6	22	99	HET	3.5817492	1.0103484
G6	23	125	HET	2.65466	0.3094986
G5	12	66	HET	1.9782938	-0.3622223
D4	19	358	WT	2.988311	-3.690026
G4	22	388	WT	1.3595573	-4.548462
G11	9	142	Null	1.6111776	-3.2442095
G8	15	358	HET	0.121667415	-0.14647685
G4	22	388	WT	5.18451	-3.458525
G8	7	358	HET	0.36959857	-1.953143
F3	8	174	WT	2.585489	-2.1960435
D6	17	99	HET	4.348707	0.48720646
G8	25	358	HET	1.0981119	-3.9511306
D12	25	193	Null	3.2205656	-3.5425408
G3	25	248	WT	3.4962585	-3.1631434
D8	15	122	HET	0.43889964	-2.7375898
F3	15	174	WT	4.0433283	-2.6659365
D10	11	51	Null	2.0367584	-0.26138675
G4	17	388	WT	3.5277636	-4.4394455
G4	12	388	WT	4.6199436	-4.263829
B4	15	219	WT	4.5974593	-2.8329864
G6	12	125	HET	2.4917746	-0.10106903
C6	25	98	HET	3.757878	-0.5812093
E4	23	246	WT	2.1810298	-4.769125
E3	21	156	WT	2.7925544	-2.9219542
G5	19	66	HET	3.3351345	1.1782693
F3	4	174	WT	5.3248024	-2.1066747
D8	25	122	HET	2.0997834	-2.5542731
G3	21	248	WT	3.8825824	-3.156954
G4	17	388	WT	1.4543121	-2.0184093
F11	10	100	Null	2.6593714	-3.952102
B4	22	219	WT	1.1168816	-4.4644938
E6	1	94	HET	3.9589422	1.0207423
D11	23	100	Null	2.1669838	-3.1340837
F6	9	117	HET	3.4688125	-0.40575284
F4	25	284	WT	3.544915	-3.595
E12	25	328	Null	3.5491087	-4.0608945
D4	17	358	WT	3.4651856	-4.4952245
B8	24	107	HET	1.1133236	-3.8391993
F6	10	117	HET	2.3965807	-0.14896399
D3	20	168	WT	1.2998868	-3.6061292
D4	8	358	WT	4.766828	-2.834653
G6	8	125	HET	3.8577206	0.26831493
G5	3	66	HET	4.220231	-0.0931998
F7	20	40	HET	0.9375526	-4.059844
B4	24	219	WT	2.1502788	-3.0234704
E3	20	156	WT	-0.026035938	-0.20803744
G4	4	388	WT	1.5403972	-3.414537
E4	22	246	WT	1.2504239	-5.2586617
C12	24	321	Null	1.2559133	-1.6685307
F6	3	117	HET	2.669077	-0.4718246
G8	4	358	HET	4.6336303	-3.8472183
D1	13	47	WT	4.72298	-1.0809317
G5	12	66	HET	3.9908795	0.061937913
G3	23	248	WT	2.0973873	-3.0195098
D12	19	193	Null	4.5503983	-4.566438
D8	18	122	HET	2.1134079	-3.5854416
E3	4	156	WT	3.2240307	-2.8936882
G7	19	82	HET	2.945662	-2.3839135
B12	20	200	Null	0.75137204	-2.2876377
B10	24	49	Null	1.8647794	0.19677238
D1	17	47	WT	3.0323112	-0.62843686
G8	24	358	HET	0.03374103	-2.5471854
C1	24	33	WT	4.040558	0.450801
E12	14	328	Null	3.5813766	-4.8998675
C6	25	98	HET	3.7412255	-0.33290884
F11	4	100	Null	5.0661097	-2.3102217
C10	6	45	Null	4.67205	-0.50853646
D8	15	122	HET	1.0489706	-5.1700096
D10	6	51	Null	3.6680346	-0.07375814
E12	15	328	Null	1.7228236	-4.924122
F6	18	117	HET	1.8431675	0.039471563
G8	10	358	HET	2.530235	-4.878264
F3	12	174	WT	0.82166535	-3.912906
G4	18	388	WT	1.6456995	-5.6228185
B8	24	107	HET	1.5970547	-2.12597
E5	12	53	HET	3.103024	-1.0867568
E11	25	59	Null	3.4353752	-3.4275072
F11	8	100	Null	2.3341134	-3.00275
B4	14	219	WT	1.7657924	-3.3686476
B12	24	200	Null	1.8306079	-3.9281693
C3	19	138	WT	1.5278401	-1.7452441
C12	12	321	Null	-0.06896465	0.31696662
F4	20	284	WT	3.7596986	-4.6440825
D8	14	122	HET	0.59972113	-3.2164125
F4	9	284	WT	1.0745615	-4.556094
E10	20	74	Null	3.7465212	-0.5026955
C7	15	54	HET	-0.30387825	-2.9518511
C7	10	54	HET	0.30624953	-4.2173195
D3	3	168	WT	0.9352863	-4.1874022
G2	5	94	WT	2.3256028	-0.024620099
B3	5	77	WT	5.129431	-2.4881504
F7	15	40	HET	1.1870351	-3.2229362
C12	9	321	Null	3.1480415	-3.6763778
E10	20	74	Null	3.816219	-0.46480778
F3	22	174	WT	0.21332137	-4.2401934
C2	22	42	WT	4.240787	0.0403328
B10	12	49	Null	4.259466	0.52553767
E3	5	156	WT	1.520181	-3.4689205
F5	3	47	HET	4.2653246	-0.6211629
E7	20	37	HET	2.7081614	-2.036415
D12	22	193	Null	1.0023785	-4.838621
F6	21	117	HET	4.2298875	-1.659716
G10	17	72	Null	3.197775	-1.2172432
E12	24	328	Null	4.098584	-4.32315
B10	12	49	Null	4.3981085	0.043052807
E3	2	156	WT	0.23378684	-1.8953171
B8	23	107	HET	2.9724267	-5.625838
E11	4	59	Null	1.8693913	-2.565898
E12	10	328	Null	3.4473786	-4.3139076
D4	5	358	WT	4.625316	-4.727625
D11	7	100	Null	0.91493815	-3.7727497
C7	5	54	HET	1.4882072	-1.1987528
G6	4	125	HET	3.3332994	-0.22544523
B2	13	55	WT	4.6258364	-0.544586
E12	8	328	Null	3.082331	-6.1293607
D4	7	358	WT	3.1394575	-5.1351395
B6	19	104	HET	4.503592	-0.99531054
D4	4	358	WT	4.5080237	-4.1734776
B4	5	219	WT	1.790353	-5.0270405
F11	15	100	Null	1.982898	-3.462269
F11	10	100	Null	0.85728925	-4.4971128
C10	24	45	Null	4.0326195	-0.6052619
G3	21	248	WT	0.26443842	-4.0929265
C4	25	127	WT	4.496204	-4.6458087
E4	5	246	WT	2.2765172	-5.638202
B4	18	219	WT	5.1576815	-3.3402188
C5	11	29	HET	0.5967956	-3.1698327
D7	10	76	HET	0.9107334	-3.5802026
F3	21	174	WT	0.022843963	-2.5839658
B12	18	200	Null	0.8642939	-4.753049
G2	14	94	WT	4.677688	0.33390546
E6	5	94	HET	3.2388446	0.058438987
E12	24	328	Null	3.6465335	-3.9825518
G8	11	358	HET	2.418382	-3.511093
F4	19	284	WT	2.8865547	-4.611457
G12	25	187	Null	3.892482	-3.7107952
G4	14	388	WT	4.201541	-4.8802443
B4	18	219	WT	3.9224973	-3.7361314
G11	5	142	Null	1.0944779	-4.3902717
G4	19	388	WT	0.9139018	-1.3529632
E5	14	53	HET	4.6441464	-0.7920233
B12	23	200	Null	3.221288	-3.6644554
F4	5	284	WT	2.143742	-4.035779
D2	10	44	WT	4.013768	-0.49946108
F11	24	100	Null	0.62020546	-1.8028675
D8	15	122	HET	1.2517823	-2.3098233
C6	16	98	HET	1.3829343	-3.8010466
D12	19	193	Null	1.7323117	-4.206526
F4	23	284	WT	5.1213174	-3.0957975
C6	9	98	HET	3.51275	-0.57440996
G8	10	358	HET	1.9751788	-4.264084
F10	22	66	Null	2.0594494	-0.034139395
B4	20	219	WT	5.0332284	-3.1917078
G8	22	358	HET	0.5959692	-3.300744
E4	25	246	WT	1.073378	-0.6555128
G8	11	358	HET	0.30687445	-1.3108689
F11	17	100	Null	0.90922546	-1.7799883
G3	18	248	WT	-0.27944574	0.26007184
E12	3	328	Null	0.8845725	-1.6433169
B4	15	219	WT	5.3718114	-3.188295
C11	20	54	Null	0.96433294	-4.906954
E4	4	246	WT	3.136273	-2.8565543
G11	4	142	Null	0.33908007	-1.2306913
B7	19	33	HET	4.318658	-3.6423354
G11	18	142	Null	1.8752902	-3.371323
C3	12	138	WT	-0.13744056	-2.4999688
G3	13	248	WT	-1.9561522	-3.6369727
F4	15	284	WT	1.4698858	-3.9838731
E5	6	53	HET	3.6542768	-1.1645343
F2	1	91	WT	3.427563	0.8407804
C12	5	321	Null	1.2891189	-4.1532445
G4	24	388	WT	0.42182603	-4.3121567
F6	10	117	HET	3.8663633	0.15367134
G12	10	187	Null	1.1653739	-2.2890546
C12	8	321	Null	1.6651748	-5.0149455
G8	25	358	HET	0.2640398	-2.332228
C2	19	42	WT	4.3589478	-0.62930524
G3	3	248	WT	2.21042	-2.9380152
E4	24	246	WT	3.63159	-4.1827736
F3	19	174	WT	-0.046349872	-2.9825234
C4	25	127	WT	4.9157934	-3.701522
B4	13	219	WT	2.7061913	-4.02381
E12	5	328	Null	4.311352	-4.4531355
F9	3	36	Null	4.7227516	0.014267747
D4	2	358	WT	1.5005947	-3.9327307
G11	17	142	Null	0.08966973	-2.0568478
G8	14	358	HET	3.0631807	-5.6854734
F7	20	40	HET	0.5225872	-4.5599675
F11	17	100	Null	2.4537597	-2.3300006
G2	24	94	WT	3.1748645	0.43565094
B4	4	219	WT	2.4077928	-3.959327
B4	5	219	WT	1.2816311	-3.497651
D4	20	358	WT	3.613568	-3.1295292
C5	23	29	HET	5.311941	-2.2375371
B6	15	104	HET	3.3752418	-0.09687425
G11	14	142	Null	4.587641	-2.4905038
E11	13	59	Null	1.1644211	-3.7336159
C12	3	321	Null	3.3851714	-3.0089848
D1	18	47	WT	2.987636	-1.2543663
B12	20	200	Null	1.2984324	-1.823107
E4	24	246	WT	4.3626246	-5.297793
C12	23	321	Null	3.149059	-4.1244025
G4	25	388	WT	3.6143482	-2.1858969
B8	23	107	HET	4.12152	-3.3576164
G10	1	72	Null	2.131485	-0.1035988
B6	21	104	HET	4.026368	0.33028916
E12	12	328	Null	1.8223469	-4.857977
E3	10	156	WT	2.0779335	-3.065841
C6	18	98	HET	4.517365	0.15833765
C3	12	138	WT	-0.018669037	-3.9435272
E4	25	246	WT	3.4866579	-7.7523866
G8	11	358	HET	2.3505116	-3.0922415
B10	24	49	Null	3.2722042	-0.80894685
F2	15	91	WT	4.8757963	-0.68483084
D4	10	358	WT	2.074534	-4.733209
F3	3	174	WT	0.5320466	-3.0658157
B11	18	53	Null	4.58582	-3.6159942
G3	7	248	WT	2.4818544	-3.9975045
E12	19	328	Null	3.6962624	-4.370289
F6	24	117	HET	3.4194045	-0.20336375
B5	14	45	HET	4.797531	-0.006183798
D12	24	193	Null	2.4876342	-3.2807755
G12	20	187	Null	2.0348759	-2.3973308
D11	19	100	Null	0.79313755	-1.4019961
B10	19	49	Null	0.17672244	0.3756912
G4	10	388	WT	0.9391767	-5.2793307
G12	14	187	Null	0.6146833	-2.1123405
E12	25	328	Null	3.7671368	-4.0851192
D1	1	47	WT	4.762841	0.0067165256
D1	6	47	WT	2.7732136	0.34411025
C3	5	138	WT	4.3457656	-2.6906877
C11	18	54	Null	0.53703696	-4.0154705
E2	22	60	WT	3.9788935	1.034907
E9	19	26	Null	2.4734983	-0.6467926
G3	11	248	WT	3.133946	-2.3418622
D12	24	193	Null	1.9090054	-3.457012
E12	17	328	Null	3.8707025	-5.1070943
F3	22	174	WT	2.2425408	-3.277504
E4	19	246	WT	4.611845	-3.7852743
E4	20	246	WT	3.5207	-5.289265
D3	25	168	WT	2.2409804	-2.7436664
B4	14	219	WT	2.7973096	-2.3481472
G4	8	388	WT	5.030938	-3.318912
F4	8	284	WT	4.930652	-4.3608465
F4	5	284	WT	2.3287728	-5.382552
G5	25	66	HET	0.5357463	0.41555917
C3	4	138	WT	-0.447549	-0.109193705
G4	7	388	WT	2.5089705	-2.580152
B12	24	200	Null	2.158801	-5.686032
C11	23	54	Null	1.5736991	-2.4558117
F12	22	125	Null	0.8625054	-5.1783266
D3	18	168	WT	5.0247355	-2.8278282
G11	5	142	Null	-0.02375893	0.39571837
G3	17	248	WT	0.52877223	-1.2131286
D12	4	193	Null	3.3768399	-5.026356
C12	18	321	Null	3.874398	-5.056989
B9	7	47	Null	3.6411197	0.9396494
D3	9	168	WT	2.4353967	-4.034428
G4	6	388	WT	2.1631408	-2.8488703
B4	4	219	WT	1.2517532	-5.276162
F6	21	117	HET	3.660631	0.29635662
E12	24	328	Null	3.896389	-5.3798947
G5	1	66	HET	4.4806986	-0.3914338
C2	23	42	WT	3.7655625	-0.86731464
F4	20	284	WT	3.4650052	-7.155597
F12	23	125	Null	1.4473796	-3.6987858
G1	12	27	WT	4.303861	0.571563
G4	14	388	WT	1.6405791	-2.4042573
D8	18	122	HET	5.5075	-3.210399
G12	9	187	Null	2.4303095	-3.2246735
B12	9	200	Null	2.7613711	-3.868194
F4	22	284	WT	2.5472336	-3.0370736
C6	12	98	HET	2.9478996	-1.009979
F11	10	100	Null	1.1713501	-0.4450057
F6	23	117	HET	3.6339731	0.105093144
C9	22	42	Null	1.4563595	-1.2371078
G2	14	94	WT	0.6781813	0.39116293
G10	16	72	Null	3.5415192	0.30154225
F6	15	117	HET	4.4390407	-0.040202677
B12	25	200	Null	2.5240529	-5.7307124
C3	20	138	WT	4.5071716	-3.182924
G11	16	142	Null	0.8941325	-3.4092364
E1	16	20	WT	4.1414037	0.56408757
E12	15	328	Null	3.1718113	-4.3157973
G2	22	94	WT	3.3519027	0.7606368
G4	6	388	WT	5.2422338	-2.8150487
F6	4	117	HET	4.0168705	-0.25481436
F3	18	174	WT	1.6012248	-2.005392
C4	23	127	WT	1.6468688	-5.0320187
G3	18	248	WT	2.105164	-4.705172
B2	1	55	WT	3.359383	-0.71293765
G12	14	187	Null	4.002208	-3.7446787
G5	17	66	HET	2.6820288	-0.3633159
C12	17	321	Null	3.7521012	-4.2274647
E9	14	26	Null	3.1547415	0.2710374
F10	13	66	Null	3.48656	-0.9016555
D5	22	39	HET	2.1081977	-2.1430779
B12	14	200	Null	4.7487464	-4.8118057
C12	2	321	Null	2.492863	-1.519645
F4	25	284	WT	4.971972	-4.4599805
B6	19	104	HET	3.308733	-1.4998006
G6	21	125	HET	4.1718802	0.61660236
G11	19	142	Null	1.761802	-3.1368415
F4	19	284	WT	1.6091316	-4.5734715
F2	8	91	WT	4.5078106	-0.86199373
C3	18	138	WT	0.87465185	-3.3237717
G8	7	358	HET	1.0881405	-4.633819
B7	19	33	HET	1.5815996	-3.2807074
E3	17	156	WT	3.9829779	-2.5508528
D3	19	168	WT	3.9049628	-2.7421224
B6	9	104	HET	4.776458	-0.63405555
G4	12	388	WT	1.5973058	-4.612453
B11	19	53	Null	3.9544957	-3.1633341
G3	22	248	WT	0.4149382	-2.700871
C7	24	54	HET	1.9076993	-3.9599488
C11	18	54	Null	1.6261122	-1.9174557
C3	23	138	WT	2.2542353	-3.0741441
G8	7	358	HET	2.020409	-2.4429862
C12	22	321	Null	1.0357742	-4.1366234
D8	15	122	HET	1.1928989	-3.0324826
D4	18	358	WT	1.4931812	-4.8915854
G8	8	358	HET	4.3304944	-3.2347147
F6	23	117	HET	2.255082	-0.53957206
G12	15	187	Null	3.3945172	-3.135355
D7	25	76	HET	2.629256	-2.3004792
F4	9	284	WT	1.1227521	-4.8457417
F4	25	284	WT	1.2390003	-0.4165899
D12	9	193	Null	4.1847587	-4.0128284
G4	21	388	WT	1.9427965	-5.9277043
C12	23	321	Null	3.8925176	-4.513512
B11	23	53	Null	1.4690299	-2.4441333
D10	4	51	Null	-1.9922826	-3.6394186
E11	25	59	Null	0.16041534	-1.669766
B10	10	49	Null	3.167453	-0.25330314
E4	22	246	WT	1.356368	-5.352907
C7	10	54	HET	4.9215508	-2.3899834
G4	21	388	WT	2.338334	-4.3616586
G12	14	187	Null	3.9865665	-3.3703787
F7	20	40	HET	0.28422695	-5.292188
F5	23	47	HET	2.4392068	-0.74694717
B2	21	55	WT	3.1484354	-0.79785687
G5	1	66	HET	3.1725204	-1.29701
C7	5	54	HET	1.657211	-4.2434263
G8	22	358	HET	2.1542215	-2.3863487
F3	5	174	WT	1.2273986	-4.3083873
C12	5	321	Null	0.9501074	-5.2213783
F11	19	100	Null	2.9861562	-2.563024
E12	25	328	Null	4.0934305	-4.5937767
E11	20	59	Null	0.12611116	-3.1321945
F11	18	100	Null	2.8370547	-3.7956553
C4	19	127	WT	5.0418563	-3.7751017
C12	5	321	Null	2.086022	-3.8121026
F3	8	174	WT	5.301951	-2.448722
D4	13	358	WT	0.9264361	-5.327524
F4	22	284	WT	1.8313406	-4.6462507
F2	13	91	WT	3.8231027	-1.0376085
G3	18	248	WT	2.4714952	-3.331044
E6	10	94	HET	0.4125806	0.5154765
G6	9	125	HET	3.2859175	0.1801423
B6	20	104	HET	4.177194	-0.70270014
B4	5	219	WT	2.0051506	-3.5848715
G4	8	388	WT	0.93465304	-2.4193463
D7	12	76	HET	2.2558615	-3.2581336
G3	18	248	WT	1.2463088	-3.851496
G11	1	142	Null	1.0863696	-1.8559115
E6	20	94	HET	0.88592553	0.39115795
C12	14	321	Null	1.2993847	-1.1690835
C12	19	321	Null	2.8327777	-3.2144303
D3	7	168	WT	3.5301924	-2.9342878
E6	1	94	HET	2.3649728	-0.628164
B3	25	77	WT	1.681433	-3.6277702
G12	24	187	Null	3.0563507	-4.3634076
G8	10	358	HET	0.58688956	-3.8123348
D12	10	193	Null	3.1900637	-2.86235
B6	12	104	HET	3.6016579	1.0488597
E4	24	246	WT	3.0746813	-3.4915931
C12	3	321	Null	4.2618933	-0.073262796
E12	20	328	Null	2.912351	-4.8266954
D11	14	100	Null	0.09040893	-0.3228204
E12	9	328	Null	1.7096394	-2.2443545
D4	18	358	WT	4.8968577	-3.4088066
D8	15	122	HET	0.44539785	-2.4555748
G8	22	358	HET	1.959418	-4.1629214
G4	12	388	WT	4.6134315	-4.97756
B8	23	107	HET	1.6764318	-5.5532
F5	23	47	HET	3.669721	-3.5471654
G12	25	187	Null	4.6828604	-3.0621803
E12	15	328	Null	3.9812062	-4.6780963
D4	13	358	WT	3.494219	-7.779756
B6	7	104	HET	2.5771096	-0.6302781
G11	19	142	Null	0.96832573	-4.149969
C12	5	321	Null	1.2641196	-4.0939064
D8	25	122	HET	2.133005	-1.7271651
C6	14	98	HET	3.939033	0.7203185
F12	22	125	Null	0.8948677	-4.0094037
B5	13	45	HET	2.798118	-1.5400058
G6	4	125	HET	0.6287813	0.43545324
D4	24	358	WT	0.93426144	-5.3687577
G3	24	248	WT	3.0500338	-2.8499632
F3	21	174	WT	3.5970147	-2.7323432
F4	20	284	WT	3.3201847	-4.7563987
B4	15	219	WT	2.5645244	-5.495583
D12	24	193	Null	1.3221694	-3.9533355
G8	24	358	HET	2.4719133	-3.7001243
F4	13	284	WT	2.1001928	-4.10727
F4	19	284	WT	1.9692988	-3.560484
B11	5	53	Null	1.8062873	-2.4244354
G6	12	125	HET	2.0219653	0.18871847
E12	25	328	Null	3.7493532	-4.471334
G3	13	248	WT	3.8858223	-3.275043
F5	24	47	HET	3.0854335	-0.7407122
B5	7	45	HET	3.0463202	-1.1728436
E12	13	328	Null	3.175046	-4.2361207
E4	20	246	WT	1.2053697	-5.5977526
D8	5	122	HET	3.4367893	-7.167189
E6	20	94	HET	4.046638	-0.031660117
