Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3_prime	17	G3	WT	248	-1.546992	2.5295377
Plate_5	20	B10	Null	155	-1.8471609	0.7158179
Plate_3	17	B12	Null	531	-1.8087753	3.9274209
Plate_5	18	D2	WT	98	1.2635885	2.7192283
Plate_3	23	B11	Null	279	1.5263535	2.4622848
Plate_3	15	C12	Null	570	1.3388902	2.1502855
Plate_3	11	D3	WT	305	-2.7808301	0.7709342
Plate_3	6	G4	WT	386	-3.178164	2.1385825
Plate_5	20	C10	Null	125	-1.9154388	2.926844
Plate_3	7	D2	WT	151	-1.6828121	2.161298
Plate_3	24	F12	Null	647	1.6142226	3.7633252
Plate_5	20	C3	WT	117	1.8954169	0.64768416
Plate_3_prime	15	F3	WT	174	-0.08245302	3.2896564
Plate_3	24	B10	Null	84	0.16757458	-1.2797886
Plate_3_prime	25	D4	WT	358	-1.4448389	1.036002
Plate_3	20	G12	Null	481	0.48426828	0.7993421
Plate_3_prime	9	E12	Null	328	1.1961836	2.1029446
Plate_3	25	E12	Null	607	-0.7749645	-0.61569166
Plate_5	7	C10	Null	125	2.0099795	1.5288907
Plate_5	9	F12	Null	124	0.8321942	2.0911818
Plate_3	1	D11	Null	216	0.58107233	0.5607441
Plate_5	14	F11	Null	135	-3.0187933	3.291208
Plate_3	14	F11	Null	329	-0.538425	-1.3747501
Plate_5	3	B10	Null	155	0.2995906	3.7492926
Plate_3_prime	15	E4	WT	246	1.835118	0.71953046
Plate_5	10	D2	WT	98	-0.20768268	2.442051
Plate_3_prime	5	B11	Null	53	-2.1837223	1.4999226
Plate_3	7	C3	WT	344	-2.7083607	0.84507424
Plate_5	15	D9	Null	135	0.40015298	-0.47543538
Plate_3_prime	18	F3	WT	174	1.0556055	4.301997
Plate_3	2	B12	Null	531	0.59848535	-1.077759
Plate_3	5	D4	WT	636	2.1141276	2.6014228
Plate_3	22	F3	WT	185	2.0296543	1.854135
Plate_5	15	G3	WT	121	-2.8876903	1.7746574
Plate_5	12	G12	Null	121	-0.03700801	-0.201834
Plate_5	14	G3	WT	121	-1.1457263	1.996526
Plate_3	18	B11	Null	279	-0.61127126	0.4092165
Plate_5	10	G9	Null	149	0.26466927	1.0351065
Plate_5	19	C9	Null	156	-2.0715232	3.4655814
Plate_3_prime	23	E12	Null	328	1.4624052	3.3051455
Plate_3_prime	14	C12	Null	321	1.2640562	2.2336013
Plate_5	2	C4	WT	103	-0.1792658	4.0379405
Plate_3	24	C12	Null	570	1.4027787	0.6115476
Plate_5	14	F12	Null	124	-0.9916682	0.7243219
Plate_3	6	F11	Null	329	0.37249646	-0.1258776
Plate_3_prime	18	G4	WT	388	-1.8380669	-0.23200622
Plate_5	12	C2	WT	136	-0.76664764	3.381791
Plate_3	13	E11	Null	331	-1.1632825	-0.19876358
Plate_3	7	B4	WT	559	-1.9043796	2.0235157
Plate_3_prime	4	D10	Null	50	0.08461536	3.5293744
Plate_3	16	F11	Null	329	0.8823107	3.3325264
Plate_3_prime	5	E12	Null	328	0.8793153	2.9892585
Plate_5	6	F1	WT	87	0.6091596	-3.4950533
Plate_3_prime	23	G2	WT	94	-1.9686998	-0.33694395
Plate_3	14	B3	WT	297	0.41380054	-2.4232423
Plate_3	20	E12	Null	607	-2.10364	1.1401684
Plate_3_prime	5	G4	WT	388	-1.9844548	2.5513856
Plate_3	8	C3	WT	344	-0.32800263	2.1329744
Plate_5	17	G9	Null	149	-0.14641482	2.3252425
Plate_3	15	E12	Null	607	-1.0697166	0.8995751
Plate_3	15	B12	Null	531	2.050808	1.9922546
Plate_3_prime	9	B12	Null	200	1.6101081	0.3962424
Plate_5	4	E10	Null	132	-2.3668914	1.2711303
Plate_3_prime	9	E3	WT	155	-0.83604133	0.4847524
Plate_3	5	C4	WT	666	-0.88766503	1.2426333
Plate_3	18	B3	WT	297	-2.0750847	1.1809549
Plate_3_prime	5	D4	WT	358	-2.0739768	1.6369976
Plate_5	3	C12	Null	119	0.5959069	-2.9249475
Plate_3	4	F2	WT	70	-1.0339711	3.24387
Plate_3	23	B11	Null	279	-0.7480656	-1.1490611
Plate_3	13	F9	Null	66	-0.18301332	-0.87437713
Plate_3_prime	25	C3	WT	137	-2.252404	0.70520246
Plate_3	3	D4	WT	636	-2.0061717	-0.17420004
Plate_3	4	D4	WT	636	0.8596653	1.1863071
Plate_3	17	F11	Null	329	-1.0614915	3.14679
Plate_5	1	G12	Null	121	1.1555867	2.7503703
Plate_3_prime	5	G3	WT	248	0.09992154	1.1171461
Plate_3	17	D12	Null	623	1.5715499	0.938702
Plate_5	14	D9	Null	135	0.56116	0.8271408
Plate_3_prime	9	G12	Null	187	0.03381386	0.8563462
Plate_3_prime	21	D3	WT	168	0.8405874	3.9333236
Plate_3	10	C4	WT	666	3.7503567	0.70101666
Plate_5	20	D10	Null	157	-3.388728	3.191971
Plate_3_prime	15	E12	Null	328	2.5353832	3.004655
Plate_5	7	C12	Null	119	-1.983411	3.4904323
Plate_3	7	F11	Null	329	1.4051017	1.554284
Plate_3	4	B3	WT	297	-1.3910964	0.2244175
Plate_3_prime	3	E12	Null	328	0.7179272	0.954187
Plate_3	16	B1	WT	43	0.1629607	4.125177
Plate_3	14	B3	WT	297	-1.4674948	1.4256692
Plate_3	6	D4	WT	636	1.4247047	1.4520457
Plate_3	7	F4	WT	438	0.29432717	3.3885221
Plate_3_prime	19	G4	WT	388	-2.2573485	1.24448
Plate_3	8	E11	Null	331	1.5521225	3.4949799
Plate_3	23	B4	WT	559	0.6949193	-1.5126815
Plate_3	20	G4	WT	386	0.43976843	-3.5603287
Plate_3	25	D4	WT	636	3.3989463	1.0629933
Plate_3	10	B10	Null	84	1.5047768	1.9168267
Plate_5	16	F10	Null	152	-0.46804303	1.2958654
Plate_5	15	F11	Null	135	-2.5980535	1.6586362
Plate_3_prime	25	B12	Null	200	-1.5287611	0.58576614
Plate_3	22	G4	WT	386	-1.60245	1.6043346
Plate_3	13	F11	Null	329	1.1853397	3.42975
Plate_3	13	F4	WT	438	0.026243804	1.9652534
Plate_5	11	B9	Null	173	-0.6093633	0.15300573
Plate_5	6	C9	Null	156	-1.5753719	0.99128497
Plate_3	5	F1	WT	39	-0.45591682	1.3439229
Plate_5	9	D2	WT	98	1.3874314	1.768471
Plate_3	5	D4	WT	636	-0.66234124	0.44654664
Plate_3_prime	19	D12	Null	193	2.0444114	0.4097343
Plate_3	11	C4	WT	666	-0.32899114	-0.40564203
Plate_3	15	E3	WT	168	0.7454191	1.6508135
Plate_5	1	E11	Null	185	-2.2560866	0.6722047
Plate_3	8	G9	Null	56	-0.36927977	-1.3440449
Plate_3	24	E3	WT	168	-2.3340104	-0.41847703
Plate_3	12	G4	WT	386	-0.27107084	0.55505526
Plate_3	10	C4	WT	666	1.6010641	1.9611853
Plate_3_prime	18	C3	WT	137	-0.34326422	2.003597
Plate_3	24	C11	Null	280	1.2942319	1.6487432
Plate_3	10	D4	WT	636	-1.229855	1.7769762
Plate_3	8	B12	Null	531	1.074542	1.4188018
Plate_3	8	D4	WT	636	1.6934403	0.30884373
Plate_3	20	B12	Null	531	-1.212736	-1.236261
Plate_5	13	E10	Null	132	-2.5660782	3.1189167
Plate_3_prime	12	F2	WT	91	-1.8876685	0.2817645
Plate_3	17	F12	Null	647	-2.5754836	0.5378039
Plate_3	6	E12	Null	607	2.1660905	2.2678883
Plate_3	5	B12	Null	531	2.4464512	-0.40211925
Plate_5	5	D12	Null	106	-0.6960139	2.2426023
Plate_5	2	B9	Null	173	-2.5790539	1.6511959
Plate_3	24	C12	Null	570	0.8041249	3.4145048
Plate_3	4	C2	WT	175	1.4925433	3.558361
Plate_3	22	E12	Null	607	0.3343528	4.029158
Plate_3	2	C11	Null	280	-0.5421811	3.4349575
Plate_3	11	F12	Null	647	0.014732523	0.27320775
Plate_3	25	C12	Null	570	1.1359842	-0.5720041
Plate_3	18	F10	Null	149	0.006256681	3.0337305
Plate_3_prime	4	G3	WT	248	0.4549255	3.967518
Plate_3_prime	24	C3	WT	137	1.1112473	-0.6027736
Plate_3_prime	19	D3	WT	168	-1.9955949	1.7041862
Plate_3	23	E12	Null	607	-1.2258922	0.4296288
Plate_3	17	D4	WT	636	-0.4386585	0.7525861
Plate_3_prime	22	G2	WT	94	1.8871728	2.3629134
Plate_3_prime	23	D4	WT	358	2.264548	1.1556888
Plate_3	7	F4	WT	438	-0.9212211	1.0176141
Plate_3	3	B3	WT	297	-0.17188914	3.75867
Plate_3_prime	10	E4	WT	246	0.0038069559	3.2596238
Plate_3	7	F12	Null	647	1.4471262	1.3510168
Plate_3	3	E3	WT	168	-1.1277517	2.0850103
Plate_3	9	D12	Null	623	0.26270136	2.3825958
Plate_3	3	B10	Null	84	0.14150004	3.610718
Plate_3_prime	7	D11	Null	100	-1.6575916	0.7212611
Plate_3	6	B12	Null	531	-1.089802	0.30974066
Plate_3	3	D4	WT	636	-0.5603949	-0.079331644
Plate_3	20	B2	WT	139	0.09453512	1.5555713
Plate_3	13	E9	Null	42	-3.3460426	0.63201505
Plate_3	6	C11	Null	280	0.24930853	1.7984545
Plate_5	21	D11	Null	178	-0.6989787	0.17598942
Plate_3	20	F3	WT	185	0.24826613	-2.8794518
Plate_5	5	C2	WT	136	-0.012980588	0.12087635
Plate_5	19	E10	Null	132	-3.3746154	0.45299885
Plate_5	6	F11	Null	135	1.5397074	3.2220185
Plate_3	24	F4	WT	438	0.64330554	1.0094898
Plate_5	1	E11	Null	185	-2.4507525	1.026215
Plate_3_prime	10	D4	WT	358	-1.8379885	-0.14394686
Plate_5	15	G11	Null	127	-2.3055182	1.9428571
Plate_3_prime	8	B4	WT	219	-1.6543834	1.957439
Plate_3	4	C9	Null	59	0.2906946	3.6321845
Plate_3	12	F9	Null	66	-2.7357006	2.9933512
Plate_5	16	E1	WT	100	0.7582984	0.13440782
Plate_3	25	B12	Null	531	1.4498842	0.599227
Plate_5	3	E11	Null	185	0.24524802	-0.19289485
Plate_5	15	D2	WT	98	-2.057997	1.6437289
Plate_3	22	E3	WT	168	0.39072096	3.4855964
Plate_3	12	D10	Null	134	0.80561006	-0.95043373
Plate_3	25	C4	WT	666	0.43119088	0.22767434
Plate_3	20	F12	Null	647	2.5821054	0.4176628
Plate_5	8	F11	Null	135	-0.005191912	3.4240158
Plate_3	13	E12	Null	607	-0.35863292	0.9094582
Plate_3	11	C2	WT	175	2.187948	1.9000108
Plate_5	9	F11	Null	135	-0.594369	4.101911
Plate_3_prime	7	B2	WT	55	-1.2111973	-0.63970816
Plate_3	17	C9	Null	59	-1.38597	4.190574
Plate_5	15	C11	Null	154	-1.0011772	3.6890714
Plate_3	10	E12	Null	607	0.46837017	-1.9692532
Plate_3_prime	17	G11	Null	142	1.2607856	3.1436162
Plate_3	25	F12	Null	647	1.1959217	-0.53830785
Plate_3	20	B9	Null	68	0.26001602	-2.5285661
Plate_3	25	B10	Null	84	0.4327218	0.89213127
Plate_5	18	E4	WT	85	-2.2992985	1.1297755
Plate_5	4	C10	Null	125	-2.2708037	1.6594688
Plate_3	17	B12	Null	531	-1.5359563	1.430164
Plate_3	5	G10	Null	117	-2.1740508	1.7117419
Plate_3_prime	16	G11	Null	142	-2.7798228	3.2162158
Plate_3_prime	9	D4	WT	358	0.20275629	1.3337667
Plate_5	12	B10	Null	155	-2.1793475	1.3185501
Plate_3	25	D11	Null	216	0.72189766	-0.5231797
Plate_5	16	F2	WT	111	0.25097138	1.9462821
Plate_5	14	D11	Null	178	-0.18924624	-1.8013978
Plate_3	6	B11	Null	279	0.6094036	-1.0251526
Plate_3	23	C4	WT	666	-0.6569233	0.34834328
Plate_3_prime	24	D11	Null	100	-2.3216226	1.3491719
Plate_5	13	C4	WT	103	-0.84519887	1.549451
Plate_5	12	D2	WT	98	-0.45210853	3.1763191
Plate_3_prime	8	C12	Null	321	2.0972798	1.617291
Plate_5	3	G1	WT	71	-1.1736581	0.96039754
Plate_5	17	F2	WT	111	-2.7480476	0.0072014215
Plate_3	15	B10	Null	84	-0.965176	0.22519135
Plate_5	9	D3	WT	128	-0.10225251	-0.7188759
Plate_3	12	C12	Null	570	0.9534581	0.82262397
Plate_3	11	G12	Null	481	-0.04773972	-0.10185935
Plate_3	13	C9	Null	59	-0.4383342	-1.5500306
Plate_5	19	F2	WT	111	0.4191116	-2.1728477
Plate_3_prime	23	E12	Null	328	1.759498	2.0994177
Plate_3	10	F1	WT	39	-3.116866	1.745044
Plate_3	24	B12	Null	531	1.120713	1.4964042
Plate_3	5	E10	Null	117	-1.5485451	-0.12687913
Plate_5	14	E2	WT	102	-2.969181	3.3215218
Plate_5	18	G11	Null	127	-2.8230624	1.2486051
Plate_5	16	B12	Null	148	1.215002	1.7725174
Plate_3	6	F12	Null	647	3.5340915	0.9213239
Plate_3	25	C12	Null	570	-1.9342992	0.46843258
Plate_3	15	C4	WT	666	-0.153421	0.84906405
Plate_3_prime	25	E4	WT	246	0.32560772	1.4046559
Plate_3_prime	14	E12	Null	328	-1.4430239	1.0851226
Plate_3_prime	23	D4	WT	358	2.4016361	2.0972612
Plate_3	2	G4	WT	386	0.084108606	-1.5324547
Plate_3	9	E12	Null	607	2.4595034	0.93966156
Plate_3	17	G12	Null	481	1.1829411	2.9142928
Plate_3	12	F12	Null	647	1.9503255	1.6798332
Plate_3	13	B11	Null	279	-1.0289081	-1.1550331
Plate_3	6	C10	Null	136	-0.29051298	-2.0095992
Plate_3	7	G3	WT	187	-1.8977013	-0.35130054
Plate_3	19	B3	WT	297	0.34400746	-3.4011152
Plate_5	18	G3	WT	121	0.8688628	1.6661409
Plate_3_prime	22	B4	WT	219	-2.1581755	-0.27032393
Plate_5	16	D2	WT	98	1.3666253	3.9808106
Plate_3	14	B3	WT	297	0.17866436	1.5827852
Plate_5	15	D10	Null	157	-2.187637	-0.029995067
Plate_3	3	C4	WT	666	3.7542274	0.76026785
Plate_3	22	G12	Null	481	2.2058723	2.7432115
Plate_3	25	B11	Null	279	-0.027429571	1.4940615
Plate_3	12	E11	Null	331	-0.80050665	1.2130313
Plate_5	7	D2	WT	98	1.5809114	1.7167126
Plate_3	25	C3	WT	344	-0.8723062	1.1727961
Plate_3	24	G4	WT	386	0.21109578	-1.8016106
Plate_3	24	D12	Null	623	0.7417809	-0.9740092
Plate_3	18	D4	WT	636	3.6988382	0.7429753
Plate_3_prime	17	F4	WT	284	1.332152	0.31942895
Plate_3	2	F12	Null	647	0.742469	3.7607276
Plate_3_prime	19	D4	WT	358	2.1873488	3.1897767
Plate_5	12	E12	Null	115	-2.2342303	1.9539809
Plate_3	6	C3	WT	344	0.6952472	2.751314
Plate_3	17	G9	Null	56	-1.265283	-0.97173595
Plate_3	18	E3	WT	168	1.7510787	1.6087909
Plate_3	4	F12	Null	647	2.6479878	-0.5725124
Plate_5	8	G11	Null	127	0.60764986	1.1962483
Plate_3	16	G4	WT	386	-3.326737	0.2758505
Plate_3	4	C10	Null	136	0.14037022	3.4533234
Plate_5	14	F9	Null	149	0.5260735	3.226103
Plate_3	9	G4	WT	386	-0.83497304	0.43689352
Plate_3	1	D3	WT	305	-3.093873	2.2012513
Plate_3	9	C12	Null	570	0.99677056	-1.746643
Plate_3	16	F12	Null	647	1.6220006	1.1881684
Plate_3	11	D11	Null	216	-2.5066423	-0.38117677
Plate_3	8	F12	Null	647	2.0504282	2.1120481
Plate_3	14	C3	WT	344	1.2678115	-0.35265714
Plate_3	25	B4	WT	559	2.0273654	3.0271053
Plate_3_prime	21	F3	WT	174	-2.3058295	1.253341
Plate_3_prime	17	F11	Null	100	0.087566786	-1.6102524
Plate_3	14	C4	WT	666	2.0794187	2.2184393
Plate_3	19	D4	WT	636	2.0938792	0.7159602
Plate_3	5	E12	Null	607	-0.63201684	-0.35882372
Plate_5	7	E2	WT	102	-1.5979629	3.5288594
Plate_3	24	F12	Null	647	-0.20987564	-0.27401897
Plate_3	19	B1	WT	43	-0.33758453	-1.9977051
Plate_3_prime	9	D3	WT	168	-3.2664838	2.0007854
Plate_3	16	E11	Null	331	0.7593253	4.16946
Plate_3	6	C11	Null	280	0.43046984	2.9691293
Plate_3	7	F4	WT	438	0.07854792	3.942643
Plate_3	8	B10	Null	84	0.23936398	-0.5247405
Plate_5	16	F9	Null	149	-2.8494627	1.5235459
Plate_5	20	E11	Null	185	-2.5619977	3.22289
Plate_5	18	C1	WT	63	-0.8681921	3.5817864
Plate_3	14	C3	WT	344	1.7965306	2.4770236
Plate_3_prime	24	B12	Null	200	0.23058735	-2.1750946
Plate_5	16	C11	Null	154	-2.262473	0.9955535
Plate_5	20	F11	Null	135	-3.3486714	2.8403664
Plate_3	9	E11	Null	331	1.0416882	3.25639
Plate_3_prime	18	D3	WT	168	1.7576803	2.6451004
Plate_5	7	C10	Null	125	1.2352486	3.3698807
Plate_3	11	B10	Null	84	-2.5913146	-0.09714701
Plate_3_prime	21	F2	WT	91	0.75247496	4.3996553
Plate_3_prime	5	C3	WT	137	-2.432016	-0.45803738
Plate_3	13	B4	WT	559	1.3223201	1.7993145
Plate_3	21	E12	Null	607	-2.2336025	1.8793758
Plate_3	8	B4	WT	559	-2.2444086	0.36771742
Plate_3_prime	5	E12	Null	328	1.6923553	3.6492093
Plate_3	8	F12	Null	647	0.77903605	-1.4713868
Plate_5	7	C12	Null	119	0.05710458	-0.17597617
Plate_3	10	B12	Null	531	1.60856	2.2449648
Plate_3	4	E12	Null	607	0.6159243	-2.3933308
Plate_5	19	B10	Null	155	0.0625612	-2.1329758
Plate_3_prime	20	G12	Null	187	1.3254797	3.2118952
Plate_5	16	F10	Null	152	-0.59186906	-1.3817606
Plate_3	22	G12	Null	481	0.62549794	-1.9669918
Plate_3	11	B4	WT	559	0.22363798	0.544094
Plate_5	11	B10	Null	155	-0.86936903	0.35416442
Plate_5	2	G4	WT	99	-0.82058465	1.2307478
Plate_3_prime	8	E3	WT	155	-0.6849449	4.107558
Plate_5	18	D2	WT	98	-1.6148217	1.6149611
Plate_5	10	C1	WT	63	-2.5452764	1.8452134
Plate_3	13	D12	Null	623	4.05938	0.5595687
Plate_3	9	B9	Null	68	-1.2313309	-1.263369
Plate_5	1	E9	Null	119	-0.9850169	3.4601943
Plate_3	9	B2	WT	139	0.5951926	3.4150732
Plate_5	2	C10	Null	125	0.79123545	0.6197915
Plate_5	20	D11	Null	178	-2.1617746	0.10145096
Plate_3_prime	24	C10	Null	44	0.8803572	3.5027428
Plate_3_prime	12	D2	WT	42	-0.7898264	3.477379
Plate_3_prime	17	G4	WT	388	-1.4684795	3.017112
Plate_3	25	G11	Null	250	0.82742393	1.5491182
Plate_5	1	C12	Null	119	2.0799131	2.9240637
Plate_3	20	D10	Null	134	0.8667338	3.71372
Plate_3	17	C10	Null	136	0.24663207	3.4393759
Plate_5	7	C10	Null	125	0.30042282	3.0134933
Plate_5	15	D12	Null	106	-0.49027485	1.2162861
Plate_3	2	F4	WT	438	0.80243874	3.7564225
Plate_3_prime	17	E12	Null	328	2.1924949	2.6287088
Plate_3	12	G12	Null	481	-1.5131133	3.2693892
Plate_3	10	D3	WT	305	-0.15084115	1.870416
Plate_3	10	F12	Null	647	-0.9234732	1.2255695
Plate_3	2	D3	WT	305	0.7874098	4.4288106
Plate_3	25	E3	WT	168	-1.2638909	1.213237
Plate_3_prime	3	E12	Null	328	-1.7775966	-0.2868264
Plate_5	2	E12	Null	115	0.73116285	1.8713433
Plate_3	6	B4	WT	559	1.7980287	1.1336944
Plate_3	24	F4	WT	438	-0.8163839	1.0734175
Plate_5	20	D12	Null	106	0.37765673	0.60911185
Plate_3_prime	3	G11	Null	142	0.15117331	3.9145868
Plate_5	6	G1	WT	71	0.73119617	2.8245804
Plate_5	9	E10	Null	132	-0.98476696	-1.7401811
Plate_3	24	G4	WT	386	-2.6818337	0.6933257
Plate_5	5	F1	WT	87	-1.7626532	2.0765388
Plate_3_prime	22	G2	WT	94	0.6006616	4.088325
Plate_3	5	D2	WT	151	-1.5953554	3.275061
Plate_5	12	C4	WT	103	0.098789826	2.6496572
Plate_3	5	C11	Null	280	0.8086688	-0.2222244
Plate_5	17	C12	Null	119	-0.4242014	-1.4550812
Plate_3	19	G12	Null	481	-0.82121766	0.1459183
Plate_3	21	E1	WT	51	-1.4649811	-1.5133531
Plate_3	13	B4	WT	559	0.08338713	1.2414044
Plate_3_prime	20	D2	WT	42	-2.1145809	-0.28118625
Plate_3	8	C11	Null	280	0.52688444	1.094788
Plate_3	13	G11	Null	250	0.8774106	1.4342501
Plate_3	10	C3	WT	344	0.8654612	1.5401458
Plate_3	16	F12	Null	647	1.6811707	1.5415673
Plate_5	16	B2	WT	97	-2.4625363	-0.06813538
Plate_3	9	B1	WT	43	-1.3053877	-0.98346204
Plate_3	21	F11	Null	329	1.9142543	2.2474122
Plate_5	16	F2	WT	111	-2.7931077	0.46574527
Plate_3_prime	14	B12	Null	200	-1.1969566	1.0184383
Plate_3	22	D12	Null	623	-0.91707164	-0.41103673
Plate_3_prime	21	C12	Null	321	1.8632519	2.8093073
Plate_3	12	F4	WT	438	0.061080858	-0.6586782
Plate_3	3	E10	Null	117	-1.2418993	-1.619306
Plate_3	1	C10	Null	136	-0.5073068	-1.2532892
Plate_3_prime	25	E4	WT	246	2.9026086	1.3011878
Plate_3_prime	5	B4	WT	219	1.5950549	3.7296026
Plate_3_prime	23	D12	Null	193	4.2568645	0.51131016
Plate_3	1	B3	WT	297	0.18369406	0.89862216
Plate_3_prime	18	E10	Null	72	-1.7457094	0.016289212
Plate_3	1	C11	Null	280	1.1393889	3.003482
Plate_3	25	E12	Null	607	1.1076424	-1.0579209
Plate_3	25	C4	WT	666	-2.277073	0.61830306
Plate_5	7	E3	WT	120	-1.686993	0.27116132
Plate_5	14	G3	WT	121	-0.1872558	4.296057
Plate_5	9	D3	WT	128	0.60241383	0.17694739
Plate_3	4	C12	Null	570	-1.1956424	0.52863795
Plate_3_prime	14	B12	Null	200	1.6738749	3.967508
Plate_3	5	G4	WT	386	0.7975886	1.9754852
Plate_3	19	D11	Null	216	-1.9549501	1.3717747
Plate_3	18	F12	Null	647	-1.4122106	-0.42645687
Plate_5	19	B12	Null	148	-2.4843132	-0.38019735
Plate_3	23	C9	Null	59	1.3406092	3.553931
Plate_3	4	B11	Null	279	-1.6327459	0.8619894
Plate_5	11	E2	WT	102	0.39390168	-0.23516046
Plate_3	3	E12	Null	607	0.25121388	1.3349528
Plate_3	23	C4	WT	666	1.0629126	-0.40314022
Plate_3_prime	6	B9	Null	43	1.2570899	3.4249642
Plate_3_prime	24	F11	Null	100	-0.02956374	-1.5544732
Plate_5	1	B3	WT	77	-1.5676523	-0.67067546
Plate_3	24	G4	WT	386	-1.6141686	-0.00248139
Plate_5	10	C12	Null	119	0.67190176	1.6527721
Plate_5	13	F2	WT	111	-0.6034419	1.9945872
Plate_3	9	D10	Null	134	-1.898292	0.9956402
Plate_3	24	B4	WT	559	2.01413	0.764846
Plate_3	3	D12	Null	623	0.7438713	1.0869869
Plate_3	22	F4	WT	438	-0.059299223	2.3316286
Plate_5	11	D11	Null	178	-2.9961307	1.8176732
Plate_3	25	D12	Null	623	-1.6467648	0.8922207
Plate_5	21	F10	Null	152	-0.7619051	3.0690622
Plate_3_prime	25	F12	Null	125	2.567752	2.1272705
Plate_3	14	G9	Null	56	-0.81202734	3.8323948
Plate_5	16	D11	Null	178	-0.68639237	2.8659925
Plate_3	14	C12	Null	570	2.2393956	0.6285277
Plate_3	2	C11	Null	280	-0.15177052	-0.99953294
Plate_3_prime	22	C9	Null	37	-2.0238216	-0.89392483
Plate_3	20	D11	Null	216	-0.50788623	1.2355881
Plate_5	12	E12	Null	115	-1.3008816	3.5772164
Plate_3	6	F4	WT	438	-0.08073719	2.4473295
Plate_3	3	C12	Null	570	2.3895698	0.35238308
Plate_3	18	G4	WT	386	-0.2719694	2.9173768
Plate_5	16	G11	Null	127	0.65641856	-1.6601316
Plate_3	2	G12	Null	481	1.6132597	2.3155127
Plate_3	17	D3	WT	305	1.1851013	1.6741954
Plate_3	20	D12	Null	623	2.3279495	0.6312221
Plate_5	16	C11	Null	154	-2.0598104	0.093599975
Plate_5	15	B11	Null	148	1.7759634	3.5473168
Plate_5	6	C9	Null	156	1.9523649	2.1113987
Plate_3_prime	7	C9	Null	37	0.86748314	-1.7528776
Plate_3_prime	22	C12	Null	321	1.9627206	1.6178712
Plate_3	23	B12	Null	531	-2.1209855	0.66823083
Plate_3_prime	1	D2	WT	42	0.22908513	3.553839
Plate_5	7	G3	WT	121	-1.2143445	3.7743955
Plate_3	6	C4	WT	666	-1.8167711	0.43628627
Plate_3	24	E3	WT	168	-1.2597506	1.0147375
Plate_3_prime	10	F4	WT	284	-1.9685756	0.38599283
Plate_3	19	B4	WT	559	1.6745715	1.8259262
Plate_5	8	F11	Null	135	-0.31013128	-1.3116832
Plate_5	7	D9	Null	135	-2.5833817	3.1733835
Plate_5	13	G12	Null	121	-3.0030143	-0.20168827
Plate_5	21	C9	Null	156	-2.2232335	0.9655711
Plate_5	8	G3	WT	121	0.7206432	0.95119375
Plate_3	23	E3	WT	168	0.54223925	1.4502974
Plate_3_prime	13	D11	Null	100	0.6774391	-1.3664392
Plate_5	11	B9	Null	173	0.27102688	3.7521758
Plate_5	11	B2	WT	97	-0.3018558	-0.6906878
Plate_5	2	F10	Null	152	-2.401296	3.0903726
Plate_5	9	C3	WT	117	-1.3324641	1.4072691
Plate_3_prime	18	D1	WT	46	-0.338172	-0.07446742
Plate_3_prime	13	C12	Null	321	1.5663792	1.0665138
Plate_5	17	G2	WT	123	-2.5828433	2.4761434
Plate_3	20	G3	WT	187	-0.32243744	1.8024346
Plate_3	14	B10	Null	84	-1.0265536	2.5034404
Plate_3_prime	22	F10	Null	63	-0.46689078	-0.29144332
Plate_3	20	F3	WT	185	-0.8084392	2.4547715
Plate_3	10	B12	Null	531	1.3070908	1.8588841
Plate_3_prime	4	F4	WT	284	1.5883402	3.5109491
Plate_3_prime	5	B4	WT	219	0.8606749	1.2089305
Plate_3	5	C10	Null	136	0.7378912	-1.3682773
Plate_3	3	D2	WT	151	0.26615083	1.9039239
Plate_5	16	C9	Null	156	1.7225592	2.5875084
Plate_3_prime	13	E12	Null	328	-1.1664286	0.9934892
Plate_3_prime	20	D3	WT	168	-1.7675486	-0.5697884
Plate_3	15	C12	Null	570	1.2380792	0.84025836
Plate_5	3	E10	Null	132	0.40030447	-0.43818069
Plate_3	13	D12	Null	623	1.0722833	0.38624632
Plate_5	15	G10	Null	128	0.28626168	1.8065851
Plate_5	7	F12	Null	124	-2.794298	3.4838543
Plate_5	1	D9	Null	135	-2.5048006	3.4172082
Plate_3	8	F4	WT	438	1.7605718	1.29257
Plate_3	10	B4	WT	559	0.056675956	0.57771933
Plate_3	3	D9	Null	48	-1.506366	-0.6851681
Plate_5	10	E11	Null	185	1.636603	2.9627464
Plate_3	20	F4	WT	438	-2.0073287	0.7409041
Plate_3	18	D12	Null	623	-1.1881063	-0.44240662
Plate_3	12	F11	Null	329	0.31712785	-1.3105317
Plate_3_prime	23	F4	WT	284	1.4705316	2.167717
Plate_3	21	C4	WT	666	-0.32733673	0.51523525
Plate_5	5	D2	WT	98	-1.7651997	1.2722137
Plate_3	19	B2	WT	139	-0.63031346	1.5356791
Plate_3	3	G12	Null	481	-1.7595949	0.91919005
Plate_3_prime	20	E11	Null	59	1.1721097	1.5190039
Plate_5	6	D12	Null	106	1.4371756	1.2167534
Plate_5	12	B11	Null	148	-2.8305943	2.2642605
Plate_3	25	E9	Null	42	0.011874133	-0.91191834
Plate_3	1	D4	WT	636	0.39174828	3.9677727
Plate_3	4	C9	Null	59	-3.2772355	1.2533151
